sample_id,treatment,motu,reads_raw,found_taxa,common_name,site_code,region_name,region_code,decimal_latitude,decimal_longitude,genus,family,order,class,sample,asv,rank,identity_percentage,evalue,kingdom,phylum,freshwater_only,biogeographical_notes,group,fish_base_url,n_dups,motu_pa,location_name,year,extraction_blank,library,sample_collection_date,swell_m,salinity_psu,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,temperature_c,notes_about_sample,filtration_comments,region_name_label,region_code_label,dna_extraction_date,extraction_notes,pcr_blank
pecoe-1451,Field blank,motu292,191,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6628818,-134.91603005000002,NA,NA,NA,NA,pecoe-1451,ASV737,offtarget,90.272,2.48e-91,Bacteria,NA,NA,NA,NA,NA,NA,1,Echo Cove,2024,exblank_2024_084,NA,2024-07-21,0-0.5,9.48,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,15,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1451,Field blank,motu376,569,No BLAST hit,No BLAST hit,JN_EC,AK_JN,AK_JN,58.6628818,-134.91603005000002,NA,NA,NA,NA,pecoe-1451,ASV974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Echo Cove,2024,exblank_2024_084,NA,2024-07-21,0-0.5,9.48,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,15,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1451,Field blank,motu401,1795,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6628818,-134.91603005000002,NA,NA,NA,NA,pecoe-1451,ASV1057,offtarget,87.549,1.17e-79,Bacteria,NA,NA,NA,NA,NA,NA,1,Echo Cove,2024,exblank_2024_084,NA,2024-07-21,0-0.5,9.48,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,15,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1451,Field blank,motu799,444,Unknown bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6628818,-134.91603005000002,NA,NA,NA,NA,pecoe-1451,ASV2159,offtarget,96.094,2.4e-116,Bacteria,NA,NA,NA,NA,NA,NA,1,Echo Cove,2024,exblank_2024_084,NA,2024-07-21,0-0.5,9.48,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,15,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1451,Field blank,motu256,357,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6628818,-134.91603005000002,NA,NA,NA,NA,pecoe-1451,ASV2397,offtarget,85.385,1.19e-69,Bacteria,NA,NA,NA,NA,NA,NA,1,Echo Cove,2024,exblank_2024_084,NA,2024-07-21,0-0.5,9.48,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,15,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1451,Field blank,motu919,138,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6628818,-134.91603005000002,NA,NA,NA,NA,pecoe-1451,ASV2496,offtarget,90.31,2.48e-91,Bacteria,NA,NA,NA,NA,NA,NA,1,Echo Cove,2024,exblank_2024_084,NA,2024-07-21,0-0.5,9.48,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,15,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1451,Field blank,motu998,277,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6628818,-134.91603005000002,NA,NA,NA,NA,pecoe-1451,ASV2676,offtarget,88.417,5.43e-83,Bacteria,NA,NA,NA,NA,NA,NA,1,Echo Cove,2024,exblank_2024_084,NA,2024-07-21,0-0.5,9.48,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,15,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1451,Field blank,motu1376,19,Gammaproteobacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6628818,-134.91603005000002,NA,NA,NA,Gammaproteobacteria,pecoe-1451,ASV3424,offtarget,85.87,5.99e-78,Bacteria,Pseudomonadota,NA,NA,NA,NA,NA,1,Echo Cove,2024,exblank_2024_084,NA,2024-07-21,0-0.5,9.48,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,15,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1451,Field blank,motu1447,33,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6628818,-134.91603005000002,NA,NA,NA,NA,pecoe-1451,ASV3521,offtarget,92.188,4.09e-99,Bacteria,NA,NA,NA,NA,NA,NA,1,Echo Cove,2024,exblank_2024_084,NA,2024-07-21,0-0.5,9.48,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,15,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu168,3607,Unknown bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV345,offtarget,96.875,1.1099999999999995e-119,Bacteria,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu18,131,No BLAST hit,No BLAST hit,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu256,1321,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV622,offtarget,85.385,1.19e-69,Bacteria,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu269,353,Cyanobacteriota,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV665,offtarget,87.209,5.45e-78,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu292,43,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV737,offtarget,90.272,2.48e-91,Bacteria,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu376,1517,No BLAST hit,No BLAST hit,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu401,24,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV1057,offtarget,87.549,1.17e-79,Bacteria,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu523,974,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV1439,offtarget,87.891,2.52e-81,Bacteria,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu897,341,Cyanobacteriota,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV2451,offtarget,86.434,1.18e-74,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu919,190,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV2496,offtarget,90.31,2.48e-91,Bacteria,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu1207,2,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV3104,offtarget,85.992,2.55e-71,Bacteria,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu1376,96,Gammaproteobacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,Gammaproteobacteria,pecoe-1456,ASV3424,offtarget,85.87,5.99e-78,Bacteria,Pseudomonadota,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu1435,83,Unknown organism,Unknown organism,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV3505,offtarget,86.275,5.49e-73,NA,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu1447,14,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV3521,offtarget,92.188,4.09e-99,Bacteria,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu1517,48,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV3604,offtarget,92.188,1.14e-99,Bacteria,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu1659,12,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV3767,offtarget,93.411,1.1299999999999999e-104,Bacteria,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu1707,4,Unknown organism,Unknown organism,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV3819,offtarget,90.234,2.48e-91,NA,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1456,Field blank,motu1718,11,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.3810730625,-134.694368,NA,NA,NA,NA,pecoe-1456,ASV3832,offtarget,91.016,1.15e-94,Bacteria,NA,NA,NA,NA,NA,NA,1,Auke Nu Cove,2024,exblank_2024_084,NA,2024-07-22,0-0.5,33.5,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,17.4,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1461,Field blank,motu256,35,Bacteria,Bacteria,JN_BC,AK_JN,AK_JN,58.385519775,-134.649318925,NA,NA,NA,NA,pecoe-1461,ASV622,offtarget,85.385,1.19e-69,Bacteria,NA,NA,NA,NA,NA,NA,1,Bay Creek,2024,exblank_2024_084,NA,2024-07-24,0-0.5,28.8,by_foot,2.5,present,"~1m long grass, dense patches, dense band","sampled parallel to shore, one sample per dock slip",NA,15.1,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1461,Field blank,motu269,788,Cyanobacteriota,Bacteria,JN_BC,AK_JN,AK_JN,58.385519775,-134.649318925,NA,NA,NA,NA,pecoe-1461,ASV665,offtarget,87.209,5.45e-78,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,1,Bay Creek,2024,exblank_2024_084,NA,2024-07-24,0-0.5,28.8,by_foot,2.5,present,"~1m long grass, dense patches, dense band","sampled parallel to shore, one sample per dock slip",NA,15.1,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1461,Field blank,motu1207,171,Bacteria,Bacteria,JN_BC,AK_JN,AK_JN,58.385519775,-134.649318925,NA,NA,NA,NA,pecoe-1461,ASV3104,offtarget,85.992,2.55e-71,Bacteria,NA,NA,NA,NA,NA,NA,1,Bay Creek,2024,exblank_2024_084,NA,2024-07-24,0-0.5,28.8,by_foot,2.5,present,"~1m long grass, dense patches, dense band","sampled parallel to shore, one sample per dock slip",NA,15.1,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1466,Field blank,motu168,2,Unknown bacteria,Bacteria,JN_FC,AK_JN,AK_JN,58.331876375,-134.60853895,NA,NA,NA,NA,pecoe-1466,ASV345,offtarget,96.875,1.1099999999999995e-119,Bacteria,NA,NA,NA,NA,NA,NA,1,Fish Creek,2024,exblank_2024_084,NA,2024-07-28,0-0.5,10.8,by_foot,1,present,"long patchy aggregtion ~3m wide, follows fw channel up beach; seagrass ~0.5m lng","perpendicular to shore, working towards shore, samples ~10m apart at consistent depth of ~1m",NA,14.3,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1466,Field blank,motu256,21,Bacteria,Bacteria,JN_FC,AK_JN,AK_JN,58.331876375,-134.60853895,NA,NA,NA,NA,pecoe-1466,ASV622,offtarget,85.385,1.19e-69,Bacteria,NA,NA,NA,NA,NA,NA,1,Fish Creek,2024,exblank_2024_084,NA,2024-07-28,0-0.5,10.8,by_foot,1,present,"long patchy aggregtion ~3m wide, follows fw channel up beach; seagrass ~0.5m lng","perpendicular to shore, working towards shore, samples ~10m apart at consistent depth of ~1m",NA,14.3,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1466,Field blank,motu269,312,Cyanobacteriota,Bacteria,JN_FC,AK_JN,AK_JN,58.331876375,-134.60853895,NA,NA,NA,NA,pecoe-1466,ASV665,offtarget,87.209,5.45e-78,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,1,Fish Creek,2024,exblank_2024_084,NA,2024-07-28,0-0.5,10.8,by_foot,1,present,"long patchy aggregtion ~3m wide, follows fw channel up beach; seagrass ~0.5m lng","perpendicular to shore, working towards shore, samples ~10m apart at consistent depth of ~1m",NA,14.3,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1466,Field blank,motu1241,174,Bacteria,Bacteria,JN_FC,AK_JN,AK_JN,58.331876375,-134.60853895,NA,NA,NA,NA,pecoe-1466,ASV3173,offtarget,92.188,4.09e-99,Bacteria,NA,NA,NA,NA,NA,NA,1,Fish Creek,2024,exblank_2024_084,NA,2024-07-28,0-0.5,10.8,by_foot,1,present,"long patchy aggregtion ~3m wide, follows fw channel up beach; seagrass ~0.5m lng","perpendicular to shore, working towards shore, samples ~10m apart at consistent depth of ~1m",NA,14.3,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1466,Field blank,motu1173,6,Unknown organism,Unknown organism,JN_FC,AK_JN,AK_JN,58.331876375,-134.60853895,NA,NA,NA,NA,pecoe-1466,ASV3697,offtarget,89.781,2.709999999999999e-96,NA,NA,NA,NA,NA,NA,NA,1,Fish Creek,2024,exblank_2024_084,NA,2024-07-28,0-0.5,10.8,by_foot,1,present,"long patchy aggregtion ~3m wide, follows fw channel up beach; seagrass ~0.5m lng","perpendicular to shore, working towards shore, samples ~10m apart at consistent depth of ~1m",NA,14.3,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1466,Field blank,motu1707,4,Unknown organism,Unknown organism,JN_FC,AK_JN,AK_JN,58.331876375,-134.60853895,NA,NA,NA,NA,pecoe-1466,ASV3819,offtarget,90.234,2.48e-91,NA,NA,NA,NA,NA,NA,NA,1,Fish Creek,2024,exblank_2024_084,NA,2024-07-28,0-0.5,10.8,by_foot,1,present,"long patchy aggregtion ~3m wide, follows fw channel up beach; seagrass ~0.5m lng","perpendicular to shore, working towards shore, samples ~10m apart at consistent depth of ~1m",NA,14.3,1000,NA,"Juneau Region, Alaska","Juneau Region, Alaska",2025-04-07,NA,negpcr-2024-2
pecoe-1471,Field blank,motu1865,3,Unknown organism,Unknown organism,NC_RB,CA_SF,CA_NCb,37.8724225,-122.489055,NA,NA,NA,NA,pecoe-1471,ASV3985,offtarget,94.488,1.45e-108,NA,NA,NA,NA,NA,NA,NA,1,Richardson Bay,2024,exblank_2024_076,NA,2024-08-07,0-0.5,32,by_foot,1.2,present,"healthy looking plants, tall (at surface)","start at GPS point, go in ~10m intervals to the ~NNW (against ebb tide)",NA,20.2,1000,NA,"San Fransisco Bay, California","San Francisco Bay 1, California",2025-03-16,NA,negpcr-2024-2
pecoe-1481,Field blank,motu11,3,Oncorhynchus keta,Chum salmon,NC_PM,CA_SF,CA_NCb,37.9461065,-122.41917,Oncorhynchus,Salmonidae,Salmoniformes,Teleostei,pecoe-1481,ASV11,species,100,7.31e-85,Eukaryota,Chordata,0,NA,Salmon,https://www.fishbase.ca/summary/Oncorhynchus-keta.html,1,1,Point Molate,2024,exblank_2024_076,NA,2024-08-08,0-0.5,28.1,by_foot,1.2,present,"large, leahty plants, patchy, epiphytized",Transect starts at GPS point and continues parallel to shore (~SSE) points 10-15m apart,NA,18.1,1000,NA,"San Fransisco Bay, California","San Francisco Bay 1, California",2025-03-16,NA,negpcr-2024-2
pecoe-1481,Field blank,motu41,413303,Acanthogobius flavimanus,Yellowfin goby,NC_PM,CA_SF,CA_NCb,37.9461065,-122.41917,Acanthogobius,Gobiidae,Gobiiformes,Teleostei,pecoe-1481,ASV44,species,100,9.32e-84,Eukaryota,Chordata,0,japan,NA,NA,1,1,Point Molate,2024,exblank_2024_076,NA,2024-08-08,0-0.5,28.1,by_foot,1.2,present,"large, leahty plants, patchy, epiphytized",Transect starts at GPS point and continues parallel to shore (~SSE) points 10-15m apart,NA,18.1,1000,NA,"San Fransisco Bay, California","San Francisco Bay 1, California",2025-03-16,NA,negpcr-2024-2
pecoe-1481,Field blank,motu132,6,Unknown organism,Unknown organism,NC_PM,CA_SF,CA_NCb,37.9461065,-122.41917,NA,NA,NA,NA,pecoe-1481,ASV615,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA,1,Point Molate,2024,exblank_2024_076,NA,2024-08-08,0-0.5,28.1,by_foot,1.2,present,"large, leahty plants, patchy, epiphytized",Transect starts at GPS point and continues parallel to shore (~SSE) points 10-15m apart,NA,18.1,1000,NA,"San Fransisco Bay, California","San Francisco Bay 1, California",2025-03-16,NA,negpcr-2024-2
pecoe-1481,Field blank,motu1322,7,Bacteria,Bacteria,NC_PM,CA_SF,CA_NCb,37.9461065,-122.41917,NA,NA,NA,NA,pecoe-1481,ASV3332,offtarget,96.094,2.4e-116,Bacteria,Cyanobacteriota,NA,NA,NA,NA,NA,1,Point Molate,2024,exblank_2024_076,NA,2024-08-08,0-0.5,28.1,by_foot,1.2,present,"large, leahty plants, patchy, epiphytized",Transect starts at GPS point and continues parallel to shore (~SSE) points 10-15m apart,NA,18.1,1000,NA,"San Fransisco Bay, California","San Francisco Bay 1, California",2025-03-16,NA,negpcr-2024-2
pecoe-1481,Field blank,motu867,16,Unknown bacteria,Bacteria,NC_PM,CA_SF,CA_NCb,37.9461065,-122.41917,NA,NA,NA,NA,pecoe-1481,ASV3723,offtarget,98.367,3.08e-120,Bacteria,NA,NA,NA,NA,NA,NA,1,Point Molate,2024,exblank_2024_076,NA,2024-08-08,0-0.5,28.1,by_foot,1.2,present,"large, leahty plants, patchy, epiphytized",Transect starts at GPS point and continues parallel to shore (~SSE) points 10-15m apart,NA,18.1,1000,NA,"San Fransisco Bay, California","San Francisco Bay 1, California",2025-03-16,NA,negpcr-2024-2
pecoe-1481,Field blank,motu1784,3,Unknown organism,Unknown organism,NC_PM,CA_SF,CA_NCb,37.9461065,-122.41917,NA,NA,NA,NA,pecoe-1481,ASV3903,offtarget,90.945,5.329999999999998e-93,NA,NA,NA,NA,NA,NA,NA,1,Point Molate,2024,exblank_2024_076,NA,2024-08-08,0-0.5,28.1,by_foot,1.2,present,"large, leahty plants, patchy, epiphytized",Transect starts at GPS point and continues parallel to shore (~SSE) points 10-15m apart,NA,18.1,1000,NA,"San Fransisco Bay, California","San Francisco Bay 1, California",2025-03-16,NA,negpcr-2024-2
pecoe-1494,Field blank,motu1264,1,Unknown bacteria,Bacteria,MB_CB,CA_MB,CA_MB,35.372155,-120.86014,NA,NA,NA,NA,pecoe-1494,ASV3215,offtarget,100,6.57e-127,Bacteria,NA,NA,NA,NA,NA,NA,1,Coleman Beach,2024,exblank_2024_080,NA,2024-07-12,0-0.5,33,by_foot,1-1.5,present,sampled in eelgrass bed,"Started at GPS coordinates; headed East to West starting closest to beach then heading towards harbour mouth. Samples 10m apart, consistent depth.",NA,15,1000,NA,"Morro Bay, California","Morro Bay, California",2025-03-26,NA,negpcr-2024-2
pecoe-1505,Field blank,motu544,3,Unknown organism,Unknown organism,CC_GOG1,BC_CC,BC_CC,51.92385,-128.468065,NA,NA,NA,NA,pecoe-1505,ASV1508,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA,1,Duck Island,2024,exblank_2024_070,NA,2024-07-07,0-0.5,31,by_boat,1-1.8,present,"continuous seagreass bed 80% cover, medium density",NA,NA,13,1000,NA,Central Coast British Columbia,Central Coast British Columbia,2025-02-28,NA,negpcr-2024-2
