asv,reads_raw,sample_id,motu,found_taxa,common_name,rank,identity_percentage,evalue,in_ctrl_field,reads_adjust_field,ctrl_field0,ctrl_fieldlab0,reads_adjust_lab,ctrl_lab0,kingdom,phylum,class,order,family,genus,freshwater_only,biogeographical_notes,group,fish_base_url,n_dups,motu_pa,region_code,region_name,site_code,treatment,location_name,decimal_latitude,decimal_longitude,year,extraction_blank,library,dna_extraction_date,sample_collection_date,swell_m,tide,wind,rain,salinity_psu,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,temperature_c,collection_time_24h,notes_about_sample,lab_notes,extraction_notes,organization_participants,reads_adjust
ASV878,159,pecoe-0820,motu382,Bacteria,Bacteria,offtarget,95.331,5.19e-113,NA,159,no,no,159,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_AB,Sample,Alamitos Bay,33.756244,-118.1311329,2022,exblank-2022-040,Library 3,45056,2022-08-16 00:00:00,0-0.5,flood,medium,none,35,by_foot,2,present,"The bed is fairly dense, but the seagrass was <0.5m tall at the edges, taller towards the center of the bed (deeper but further from where we sampled)",samples taken ~10m apart parallel to shore towards the bend in the bay/Bayshore pier (South West direction),"lots of human activity at this site, swimmers and beach goers",20.7,947,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",159
ASV242,118,pecoe-0820,motu146,Bacteria,Bacteria,offtarget,94.094,6.699999999999999e-107,NA,118,no,no,118,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_AB,Sample,Alamitos Bay,33.756244,-118.1311329,2022,exblank-2022-040,Library 3,45056,2022-08-16 00:00:00,0-0.5,flood,medium,none,35,by_foot,2,present,"The bed is fairly dense, but the seagrass was <0.5m tall at the edges, taller towards the center of the bed (deeper but further from where we sampled)",samples taken ~10m apart parallel to shore towards the bend in the bay/Bayshore pier (South West direction),"lots of human activity at this site, swimmers and beach goers",20.7,947,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",118
ASV1336,856,pecoe-0820,motu532,Bacteria,Bacteria,offtarget,95.257,2.38e-111,NA,856,no,no,856,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_AB,Sample,Alamitos Bay,33.756244,-118.1311329,2022,exblank-2022-040,Library 3,45056,2022-08-16 00:00:00,0-0.5,flood,medium,none,35,by_foot,2,present,"The bed is fairly dense, but the seagrass was <0.5m tall at the edges, taller towards the center of the bed (deeper but further from where we sampled)",samples taken ~10m apart parallel to shore towards the bend in the bay/Bayshore pier (South West direction),"lots of human activity at this site, swimmers and beach goers",20.7,947,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",856
ASV292,57,pecoe-0820,motu169,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,NA,57,no,no,57,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_AB,Sample,Alamitos Bay,33.756244,-118.1311329,2022,exblank-2022-040,Library 3,45056,2022-08-16 00:00:00,0-0.5,flood,medium,none,35,by_foot,2,present,"The bed is fairly dense, but the seagrass was <0.5m tall at the edges, taller towards the center of the bed (deeper but further from where we sampled)",samples taken ~10m apart parallel to shore towards the bend in the bay/Bayshore pier (South West direction),"lots of human activity at this site, swimmers and beach goers",20.7,947,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",57
ASV2826,4,pecoe-0820,motu895,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,NA,4,no,no,4,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_AB,Sample,Alamitos Bay,33.756244,-118.1311329,2022,exblank-2022-040,Library 3,45056,2022-08-16 00:00:00,0-0.5,flood,medium,none,35,by_foot,2,present,"The bed is fairly dense, but the seagrass was <0.5m tall at the edges, taller towards the center of the bed (deeper but further from where we sampled)",samples taken ~10m apart parallel to shore towards the bend in the bay/Bayshore pier (South West direction),"lots of human activity at this site, swimmers and beach goers",20.7,947,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",4
ASV4,16225,pecoe-0822,motu4,Atherinops affinis,Topsmelt silverside,species,95.858,1.23e-72,NA,16225,no,no,16225,no,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",16225
ASV16,14151,pecoe-0822,motu16,Enophrys bison,Buffalo sculpin,species,100,2.61e-84,NA,14151,no,no,14151,no,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Enophrys,0,north to Monterrey Bay,Sculpins,https://www.fishbase.ca/summary/Enophrys-bison.html,1,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",14151
ASV27,5363,pecoe-0822,motu25,Ammodytes personatus,Pacific sandlance,species,100,7.31e-85,NA,5363,no,no,5363,no,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0,NA,Forage fish,https://www.fishbase.ca/summary/Ammodytes-personatus.html,1,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",5363
ASV19,11936,pecoe-0822,motu19,Pleuronectidae,Flatfish family,family,100,7.31e-85,NA,11936,no,no,11936,no,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0,NA,NA,NA,1,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",11936
ASV91,16960,pecoe-0822,motu77,Anisotremus davidsonii,Xantic sargo,species,100,7.31e-85,NA,16960,no,no,16960,no,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Anisotremus,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",16960
ASV114,57,pecoe-0822,motu89,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,57,no,no,57,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",57
ASV195,25357,pecoe-0822,motu125,Perciformes,Perciformes order,order,94.675,2.6699999999999997e-69,NA,25357,no,no,25357,no,Eukaryota,Chordata,Teleostei,Perciformes,NA,NA,0,NA,NA,NA,1,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",25357
ASV284,43,pecoe-0822,motu167,Bacillariophyta,Diatom,offtarget,100,2.31e-131,NA,43,no,no,43,no,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",43
ASV902,144,pecoe-0822,motu388,Unknown bacteria,Bacteria,offtarget,100,5.4699999999999985e-143,NA,144,no,no,144,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",144
ASV2132,373,pecoe-0822,motu824,Unknown organism,Unknown organism,offtarget,96.356,5.12e-113,NA,373,no,no,373,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",373
ASV2826,9,pecoe-0822,motu895,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,NA,9,no,no,9,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",9
ASV4,22638,pecoe-0824,motu4,Atherinops affinis,Topsmelt silverside,species,95.858,1.23e-72,NA,22638,no,no,22638,no,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1008,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",22638
ASV10,36528,pecoe-0824,motu10,Paralabrax maculatofasciatus,Spotted sand bass,species,100,7.31e-85,NA,36528,no,no,36528,no,Eukaryota,Chordata,Teleostei,Perciformes,Serranidae,Paralabrax,0,south to Monterey Bay,NA,NA,1,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1008,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",36528
ASV91,18565,pecoe-0824,motu77,Anisotremus davidsonii,Xantic sargo,species,100,7.31e-85,NA,18565,no,no,18565,no,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Haemulidae,Anisotremus,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1008,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",18565
ASV194,45,pecoe-0824,motu124,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,45,no,no,45,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1008,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",45
ASV197,20631,pecoe-0824,motu127,Seriola lalandi,Yellowtail amberjack,species,100,7.31e-85,NA,20631,no,no,20631,no,Eukaryota,Chordata,Teleostei,Carangiformes,Carangidae,Seriola,0,south to BC,NA,NA,1,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1008,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",20631
ASV1149,1129,pecoe-0824,motu471,Unknown bacteria,Bacteria,offtarget,97.143,3.059999999999999e-115,NA,1129,no,no,1129,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1008,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",1129
ASV3579,9,pecoe-0824,motu1518,Unknown bacteria,Bacteria,offtarget,97.951,5.1499999999999985e-118,NA,9,no,no,9,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1008,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",9
ASV4,9,pecoe-0825,motu4,Atherinops affinis,Topsmelt silverside,species,95.858,1.23e-72,NA,9,no,no,9,no,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1011,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",9
ASV26,37939,pecoe-0825,motu24,Quietula y-cauda,American shadow goby,species,100,2.61e-84,NA,37939,no,no,37939,no,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Quietula,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_UN,Sample,Upper Newport Bay Restoration Bed,33.621294133333336,-117.89923766666666,2022,exblank-2022-040,Library 3,45056,2022-08-17 00:00:00,0-0.5,slack,light,none,34.7,by_foot,1.5,present,"Narrow bed parallel with shore along boat channel, algae is dominant in shallow water, seagrass pretty dense/continuous with shoots around 0.5m tall","samples taken in a straight line, consistent depth ~10 meters apart, parallel to shore towards the west",some human activity as paddle boarders and kayakers.,23.6,1011,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Christian Faltas",37939
ASV4,55453,pecoe-0827,motu4,Atherinops affinis,Topsmelt silverside,species,95.858,1.23e-72,NA,55453,no,no,55453,no,Eukaryota,Chordata,Teleostei,Atheriniformes,Atherinidae,Atherinopsis,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2022,exblank-2022-040,Library 3,45056,2022-09-19 00:00:00,0-0.5,flood,light,none,35.8,by_foot,1.5,present,This bed is the most dense of all our sites with seagrass shoots 0.5m-1m tall,"samples taken approximately parallel to shore in the western direction, same depth and 10 meters apart","Lots of humans at the beach, mostly not swimming but occaisonally in the shallow water",22.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Emma Guerrini Romano",55453
ASV3,3,pecoe-0827,motu3,Clupea pallasii,Pacific herring,species,100,1.6e-86,NA,3,no,no,3,no,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0,NA,Forage fish,https://www.fishbase.ca/summary/Clupea-pallasii+pallasii.html,1,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2022,exblank-2022-040,Library 3,45056,2022-09-19 00:00:00,0-0.5,flood,light,none,35.8,by_foot,1.5,present,This bed is the most dense of all our sites with seagrass shoots 0.5m-1m tall,"samples taken approximately parallel to shore in the western direction, same depth and 10 meters apart","Lots of humans at the beach, mostly not swimming but occaisonally in the shallow water",22.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Emma Guerrini Romano",3
ASV26,47545,pecoe-0827,motu24,Quietula y-cauda,American shadow goby,species,100,2.61e-84,NA,47545,no,no,47545,no,Eukaryota,Chordata,Teleostei,Gobiiformes,Gobiidae,Quietula,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2022,exblank-2022-040,Library 3,45056,2022-09-19 00:00:00,0-0.5,flood,light,none,35.8,by_foot,1.5,present,This bed is the most dense of all our sites with seagrass shoots 0.5m-1m tall,"samples taken approximately parallel to shore in the western direction, same depth and 10 meters apart","Lots of humans at the beach, mostly not swimming but occaisonally in the shallow water",22.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Emma Guerrini Romano",47545
ASV146,98,pecoe-0827,motu89,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,98,no,no,98,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2022,exblank-2022-040,Library 3,45056,2022-09-19 00:00:00,0-0.5,flood,light,none,35.8,by_foot,1.5,present,This bed is the most dense of all our sites with seagrass shoots 0.5m-1m tall,"samples taken approximately parallel to shore in the western direction, same depth and 10 meters apart","Lots of humans at the beach, mostly not swimming but occaisonally in the shallow water",22.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Emma Guerrini Romano",98
ASV284,1168,pecoe-0827,motu167,Bacillariophyta,Diatom,offtarget,100,2.31e-131,NA,1168,no,no,1168,no,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2022,exblank-2022-040,Library 3,45056,2022-09-19 00:00:00,0-0.5,flood,light,none,35.8,by_foot,1.5,present,This bed is the most dense of all our sites with seagrass shoots 0.5m-1m tall,"samples taken approximately parallel to shore in the western direction, same depth and 10 meters apart","Lots of humans at the beach, mostly not swimming but occaisonally in the shallow water",22.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Emma Guerrini Romano",1168
ASV902,1315,pecoe-0827,motu388,Unknown bacteria,Bacteria,offtarget,100,5.4699999999999985e-143,NA,1315,no,no,1315,no,Bacteria,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2022,exblank-2022-040,Library 3,45056,2022-09-19 00:00:00,0-0.5,flood,light,none,35.8,by_foot,1.5,present,This bed is the most dense of all our sites with seagrass shoots 0.5m-1m tall,"samples taken approximately parallel to shore in the western direction, same depth and 10 meters apart","Lots of humans at the beach, mostly not swimming but occaisonally in the shallow water",22.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Emma Guerrini Romano",1315
ASV2045,403,pecoe-0827,motu791,No BLAST hit,No BLAST hit,NA,NA,NA,NA,403,no,no,403,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2022,exblank-2022-040,Library 3,45056,2022-09-19 00:00:00,0-0.5,flood,light,none,35.8,by_foot,1.5,present,This bed is the most dense of all our sites with seagrass shoots 0.5m-1m tall,"samples taken approximately parallel to shore in the western direction, same depth and 10 meters apart","Lots of humans at the beach, mostly not swimming but occaisonally in the shallow water",22.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Emma Guerrini Romano",403
ASV3216,28,pecoe-0827,motu1304,Unknown organism,Unknown organism,offtarget,97.233,1.0899999999999994e-119,NA,28,no,no,28,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2022,exblank-2022-040,Library 3,45056,2022-09-19 00:00:00,0-0.5,flood,light,none,35.8,by_foot,1.5,present,This bed is the most dense of all our sites with seagrass shoots 0.5m-1m tall,"samples taken approximately parallel to shore in the western direction, same depth and 10 meters apart","Lots of humans at the beach, mostly not swimming but occaisonally in the shallow water",22.6,1000,2 x 60 ml of air,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Emma Guerrini Romano",28
ASV75,10436,pecoe-0828,motu66,Umbrina roncador,Yellowfin drum,species,100,7.31e-85,NA,10436,no,no,10436,no,Eukaryota,Chordata,Teleostei,Eupercaria incertae sedis,Sciaenidae,Umbrina,0,NA,NA,NA,NA,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2022,exblank-2022-040,Library 3,45056,2022-09-19 00:00:00,0-0.5,flood,light,none,35.8,by_foot,1.5,present,This bed is the most dense of all our sites with seagrass shoots 0.5m-1m tall,"samples taken approximately parallel to shore in the western direction, same depth and 10 meters apart","Lots of humans at the beach, mostly not swimming but occaisonally in the shallow water",22.6,1004,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Emma Guerrini Romano",10436
ASV163,26784,pecoe-0828,motu18,Embiotoca jacksoni,Black perch,species,100,7.31e-85,NA,26784,no,no,26784,no,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Embiotoca,0,"south to Fort Bragg, CA",NA,NA,1,1,CA_LA,CA_LA,LA_LN,Sample,Lower Newport Bay,33.60215733333333,-117.88264886666668,2022,exblank-2022-040,Library 3,45056,2022-09-19 00:00:00,0-0.5,flood,light,none,35.8,by_foot,1.5,present,This bed is the most dense of all our sites with seagrass shoots 0.5m-1m tall,"samples taken approximately parallel to shore in the western direction, same depth and 10 meters apart","Lots of humans at the beach, mostly not swimming but occaisonally in the shallow water",22.6,1004,NA,NA,NA,"Ahmad Mersaghian, Sarah Bittick, Emma Guerrini Romano",26784
