found_taxa,common_name,rank,motu,asv,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
Unknown organism,Unknown organism,offtarget,motu194,ASV405,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu194,ASV3199,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu194,ASV3978,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu194,ASV4334,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu194,ASV4384,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu194,ASV405,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu196,ASV1031,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu203,ASV438,Unknown organism,Unknown organism,offtarget,98.814,2.3299999999999998e-126,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu203,ASV438,Unknown organism,Unknown organism,offtarget,98.814,2.3299999999999998e-126,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu220,ASV495,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu220,ASV495,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu226,ASV510,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu226,ASV3845,Unknown organism,Unknown organism,offtarget,99.209,5.01e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu226,ASV510,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu238,ASV557,Unknown organism,Unknown organism,offtarget,98.814,2.3299999999999998e-126,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu241,ASV565,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu241,ASV729,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu241,ASV2173,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu241,ASV3961,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu241,ASV565,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu245,ASV575,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu258,ASV620,Unknown organism,Unknown organism,offtarget,89.494,5.37e-88,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu275,ASV684,Unknown organism,Unknown organism,offtarget,99.209,5.01e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu276,ASV685,Unknown organism,Unknown organism,offtarget,92.49,1.1199999999999998e-99,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu279,ASV689,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu279,ASV1551,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu279,ASV689,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu281,ASV704,Unknown organism,Unknown organism,offtarget,99.598,1.83e-127,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu286,ASV721,Unknown organism,Unknown organism,offtarget,94.574,1.12e-109,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu287,ASV722,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu287,ASV2272,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu287,ASV3689,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu287,ASV3865,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu287,ASV4557,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu287,ASV722,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu288,ASV727,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu289,ASV730,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu289,ASV2191,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu289,ASV730,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu293,ASV746,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu312,ASV810,Unknown organism,Unknown organism,offtarget,95.652,5.1199999999999997e-113,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu313,ASV812,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu313,ASV1609,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu313,ASV4623,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu313,ASV812,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu316,ASV816,Unknown organism,Unknown organism,offtarget,93.6,5.19e-103,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu325,ASV845,Unknown organism,Unknown organism,offtarget,96.047,1.1e-114,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu327,ASV850,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu327,ASV4047,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu327,ASV850,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu335,ASV870,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu338,ASV879,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu338,ASV1263,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu338,ASV1313,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu338,ASV4149,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu338,ASV879,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu341,ASV889,Unknown organism,Unknown organism,offtarget,99.216,1.3899999999999999e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu341,ASV1345,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu341,ASV3888,Unknown organism,Unknown organism,offtarget,98.824,6.48e-127,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu341,ASV889,Unknown organism,Unknown organism,offtarget,99.216,1.3899999999999999e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu342,ASV890,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu349,ASV912,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu350,ASV913,Unknown organism,Unknown organism,offtarget,98.814,2.3299999999999998e-126,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu354,ASV922,Unknown organism,Unknown organism,offtarget,99.609,2.35e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu354,ASV1285,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu354,ASV1451,Unknown organism,Unknown organism,offtarget,99.609,2.35e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu354,ASV922,Unknown organism,Unknown organism,offtarget,99.609,2.35e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu370,ASV965,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu373,ASV977,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu389,ASV1041,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu391,ASV1024,Unknown organism,Unknown organism,offtarget,95.257,2.38e-111,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu392,ASV1026,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu392,ASV4458,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu392,ASV1026,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu394,ASV1032,Unknown organism,Unknown organism,offtarget,93.927,5.19e-103,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu402,ASV1049,Unknown organism,Unknown organism,offtarget,99.609,2.35e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu405,ASV1059,Unknown organism,Unknown organism,offtarget,98.814,2.3299999999999998e-126,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu431,ASV1144,Unknown organism,Unknown organism,offtarget,96.443,2.3599999999999999e-116,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu449,ASV1199,Unknown organism,Unknown organism,offtarget,97.211,1.4399999999999998e-118,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu451,ASV1208,Unknown organism,Unknown organism,offtarget,99.609,2.35e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu461,ASV1243,Unknown organism,Unknown organism,offtarget,98.419,1.08e-124,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu489,ASV1342,Unknown organism,Unknown organism,offtarget,99.609,2.35e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu489,ASV1756,Unknown organism,Unknown organism,offtarget,99.225,3.0299999999999995e-130,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu489,ASV1342,Unknown organism,Unknown organism,offtarget,99.609,2.35e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu503,ASV1378,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu511,ASV1401,Unknown organism,Unknown organism,offtarget,97.628,2.3499999999999996e-121,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu512,ASV1402,Unknown organism,Unknown organism,offtarget,92.857,3.12e-100,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu516,ASV1429,Unknown organism,Unknown organism,offtarget,90.588,2.4500000000000002e-91,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu516,ASV1429,Unknown organism,Unknown organism,offtarget,90.588,2.4500000000000002e-91,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu531,ASV1480,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu531,ASV2164,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu531,ASV3813,Unknown organism,Unknown organism,offtarget,99.209,5.01e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu531,ASV1480,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu538,ASV1505,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu546,ASV1523,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu546,ASV2840,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu546,ASV1523,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu547,ASV1524,Unknown organism,Unknown organism,offtarget,97.665,5.11e-123,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu554,ASV1549,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu555,ASV1554,Unknown organism,Unknown organism,offtarget,96.047,1.1e-114,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu562,ASV1581,Unknown organism,Unknown organism,offtarget,98.828,5.079999999999999e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu568,ASV1598,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu569,ASV1603,Unknown organism,Unknown organism,offtarget,98.047,1.1e-124,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu570,ASV1605,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu572,ASV1613,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu573,ASV1614,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu583,ASV1639,Unknown organism,Unknown organism,offtarget,99.209,5.01e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu596,ASV1669,Unknown organism,Unknown organism,offtarget,99.609,2.35e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu597,ASV1671,Unknown organism,Unknown organism,offtarget,86.853,4.24e-74,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu608,ASV1709,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu608,ASV3410,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu608,ASV1709,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu612,ASV1722,Unknown organism,Unknown organism,offtarget,93.254,1.87e-102,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu620,ASV1746,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu623,ASV1751,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu624,ASV1753,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu628,ASV1761,Unknown organism,Unknown organism,offtarget,99.209,5.01e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu633,ASV1775,Unknown organism,Unknown organism,offtarget,99.209,5.01e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu635,ASV1778,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu644,ASV1806,Unknown organism,Unknown organism,offtarget,99.209,5.01e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu655,ASV1823,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu667,ASV1873,Unknown organism,Unknown organism,offtarget,94.862,1.11e-109,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu668,ASV1876,Unknown organism,Unknown organism,offtarget,99.209,5.01e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu673,ASV1886,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu676,ASV1899,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu684,ASV1927,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu687,ASV1934,Unknown organism,Unknown organism,offtarget,90.323,5.3e-88,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu694,ASV1953,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu703,ASV3342,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu704,ASV1977,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu704,ASV2090,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu704,ASV1977,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu707,ASV1981,Unknown organism,Unknown organism,offtarget,97.628,2.3499999999999996e-121,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu709,ASV1984,Unknown organism,Unknown organism,offtarget,99.609,2.35e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu711,ASV1987,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu711,ASV4442,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu711,ASV1987,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu731,ASV2048,Unknown organism,Unknown organism,offtarget,97.628,2.3499999999999996e-121,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu731,ASV2405,Unknown organism,Unknown organism,offtarget,98.024,5.05e-123,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu731,ASV2048,Unknown organism,Unknown organism,offtarget,97.628,2.3499999999999996e-121,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu734,ASV2057,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu735,ASV2058,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu740,ASV2070,Unknown organism,Unknown organism,offtarget,99.209,5.01e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu744,ASV2079,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu746,ASV2086,Unknown organism,Unknown organism,offtarget,99.609,2.35e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu746,ASV2086,Unknown organism,Unknown organism,offtarget,99.609,2.35e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu755,ASV2102,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu755,ASV2843,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu755,ASV2102,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu772,ASV3914,Unknown organism,Unknown organism,offtarget,98.419,1.08e-124,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu776,ASV2160,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu776,ASV2160,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu798,ASV3649,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu801,ASV2255,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu802,ASV2257,Unknown organism,Unknown organism,offtarget,99.209,5.01e-128,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu847,ASV2392,Unknown organism,Unknown organism,offtarget,98.419,1.08e-124,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu899,ASV2554,Unknown organism,Unknown organism,offtarget,95.703,1.11e-114,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu917,ASV2602,Unknown organism,Unknown organism,offtarget,91.051,1.15e-94,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu928,ASV2627,Unknown organism,Unknown organism,offtarget,99.605,1.0799999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu934,ASV2645,Unknown organism,Unknown organism,offtarget,99.219,1.0899999999999998e-129,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu935,ASV2646,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu935,ASV3313,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu935,ASV4321,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu935,ASV3736,Unknown organism,Unknown organism,offtarget,99.609,2.35e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu935,ASV2646,Unknown organism,Unknown organism,offtarget,100,5.04e-133,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu937,ASV2651,Unknown organism,Unknown organism,offtarget,96.838,5.079999999999999e-118,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu941,ASV2659,Unknown organism,Unknown organism,offtarget,100,2.31e-131,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu945,ASV2675,Unknown organism,Unknown organism,offtarget,96.356,5.1199999999999997e-113,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu952,ASV2692,Unknown organism,Unknown organism,offtarget,93.359,1.1299999999999999e-104,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu972,ASV2744,Unknown organism,Unknown organism,offtarget,88.976,1.15e-84,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu978,ASV2769,Unknown organism,Unknown organism,offtarget,92.126,5.23e-98,NA,NA,NA,NA,NA,NA,NA
Unknown organism,Unknown organism,offtarget,motu978,ASV3674,Unknown organism,Unknown organism,offtarget,92.126,1.4599999999999999e-98,NA,NA,NA,NA,NA,NA,NA
