sample_id,treatment,motu,reads_raw,found_taxa,common_name,site_code,region_name,region_code,decimal_latitude,decimal_longitude,genus,family,order,class,asv,rank,found_taxa_asv,common_name_asv,rank_asv,identity_percentage,evalue,kingdom,phylum,freshwater_only,motu_pa,sample_collection_date,collection_time,filter_time,extraction_blank,volume_filtered,year,sample_notes,location_name,personnel,swell_m,salinity_psu,temperature_c,collection_method,bottom_depth_m,seagrass_presence,seagrass_notes,describe_transect,notes,region_name_label,region_code_label,seq_method,sample_box,pcr_blank
pecoe-1451,Field blank,motu163,2340,Unknown bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,NA,ASV334,offtarget,Unknown bacteria,Bacteria,offtarget,96.875,1.1099999999999995e-119,Bacteria,NA,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1451,Field blank,motu268,661,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,NA,ASV653,offtarget,Bacteria,Bacteria,offtarget,85.385,1.19e-69,Bacteria,NA,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1451,Field blank,motu268,661,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,NA,ASV653,offtarget,Bacteria,Bacteria,offtarget,85.385,1.19e-69,Bacteria,NA,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1451,Field blank,motu283,78,Cyanobacteriota,Bacteria,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,NA,ASV710,offtarget,Cyanobacteriota,Bacteria,offtarget,87.209,5.45e-78,Bacteria,Cyanobacteriota,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1451,Field blank,motu307,191,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,NA,ASV799,offtarget,Bacteria,Bacteria,offtarget,90.272,2.48e-91,Bacteria,NA,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1451,Field blank,motu414,569,No BLAST hit,No BLAST hit,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,NA,ASV1085,NA,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1451,Field blank,motu439,1795,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,NA,ASV1170,offtarget,Bacteria,Bacteria,offtarget,87.549,1.17e-79,Bacteria,NA,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1451,Field blank,motu870,444,Unknown bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,NA,ASV2458,offtarget,Unknown bacteria,Bacteria,offtarget,96.094,2.4e-116,Bacteria,NA,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1451,Field blank,motu268,357,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,NA,ASV2734,offtarget,Bacteria,Bacteria,offtarget,85,5.53e-68,Bacteria,NA,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1451,Field blank,motu1009,138,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,NA,ASV2845,offtarget,Bacteria,Bacteria,offtarget,90.31,2.48e-91,Bacteria,NA,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1451,Field blank,motu1106,277,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,NA,ASV3067,offtarget,Bacteria,Bacteria,offtarget,88.417,5.43e-83,Bacteria,NA,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1451,Field blank,motu1634,19,Gammaproteobacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,Gammaproteobacteria,ASV4125,offtarget,Gammaproteobacteria,Bacteria,offtarget,85.87,5.99e-78,Bacteria,Pseudomonadota,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1451,Field blank,motu1827,33,Bacteria,Bacteria,JN_EC,AK_JN,AK_JN,58.6630462,-134.9163962,NA,NA,NA,NA,ASV4411,offtarget,Bacteria,Bacteria,offtarget,92.188,4.09e-99,Bacteria,NA,NA,1,2024-07-21,NA,11:24:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Echo Cove,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,9.48,15,by_boat,1,present,"patchy strip parallel to shore, sparse seagrass ~1m long","parallel to shore roughly N-S (see sketch on data sheet); visibility of water not great but not terrible, sediment likely from increased river/stream runoff (lots of rain the week prior)",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu163,3607,Unknown bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV334,offtarget,Unknown bacteria,Bacteria,offtarget,96.875,1.1099999999999995e-119,Bacteria,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu61,131,No BLAST hit,No BLAST hit,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV69,NA,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu61,131,No BLAST hit,No BLAST hit,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV69,NA,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu268,1321,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV653,offtarget,Bacteria,Bacteria,offtarget,85.385,1.19e-69,Bacteria,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu268,1321,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV653,offtarget,Bacteria,Bacteria,offtarget,85.385,1.19e-69,Bacteria,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu283,353,Cyanobacteriota,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV710,offtarget,Cyanobacteriota,Bacteria,offtarget,87.209,5.45e-78,Bacteria,Cyanobacteriota,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu307,43,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV799,offtarget,Bacteria,Bacteria,offtarget,90.272,2.48e-91,Bacteria,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu414,1517,No BLAST hit,No BLAST hit,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV1085,NA,No BLAST hit,No BLAST hit,NA,NA,NA,NA,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu439,24,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV1170,offtarget,Bacteria,Bacteria,offtarget,87.549,1.17e-79,Bacteria,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu584,974,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV1642,offtarget,Bacteria,Bacteria,offtarget,87.891,2.52e-81,Bacteria,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu986,341,Cyanobacteriota,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV2785,offtarget,Cyanobacteriota,Bacteria,offtarget,86.434,1.18e-74,Bacteria,Cyanobacteriota,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu1009,190,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV2845,offtarget,Bacteria,Bacteria,offtarget,90.31,2.48e-91,Bacteria,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu1334,2,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV3565,offtarget,Bacteria,Bacteria,offtarget,85.992,2.55e-71,Bacteria,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu1634,96,Gammaproteobacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,Gammaproteobacteria,ASV4125,offtarget,Gammaproteobacteria,Bacteria,offtarget,85.87,5.99e-78,Bacteria,Pseudomonadota,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu1791,83,Unknown organism,Unknown organism,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV4357,offtarget,Unknown organism,Unknown organism,offtarget,86.275,5.49e-73,NA,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu1827,14,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV4411,offtarget,Bacteria,Bacteria,offtarget,92.188,4.09e-99,Bacteria,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu1950,48,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV4599,offtarget,Bacteria,Bacteria,offtarget,92.188,1.14e-99,Bacteria,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu2142,12,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV4830,offtarget,Bacteria,Bacteria,offtarget,93.411,1.1299999999999999e-104,Bacteria,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu2201,4,Unknown organism,Unknown organism,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV4896,offtarget,Unknown organism,Unknown organism,offtarget,90.234,2.48e-91,NA,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1456,Field blank,motu2211,11,Bacteria,Bacteria,JN_AN,AK_JN,AK_JN,58.380926,-134.696729,NA,NA,NA,NA,ASV4907,offtarget,Bacteria,Bacteria,offtarget,91.016,1.15e-94,Bacteria,NA,NA,1,2024-07-22,NA,11:59:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Auke Nu Cove,"Julie Schram, Matt Hart",0-0.5,33.5,17.4,by_foot,1,present,"patchy, ~0.5m long, some ephiphytic diatoms fouling",followed edge of sea grass patch (dense patches) in horseshoe pattern along edge,NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1461,Field blank,motu268,35,Bacteria,Bacteria,JN_BC,AK_JN,AK_JN,58.3852961,-134.6493267,NA,NA,NA,NA,ASV653,offtarget,Bacteria,Bacteria,offtarget,85.385,1.19e-69,Bacteria,NA,NA,1,2024-07-24,NA,12:28:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Bay Creek,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,28.8,15.1,by_foot,2.5,present,"~1m long grass, dense patches, dense band","sampled parallel to shore, one sample per dock slip",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1461,Field blank,motu268,35,Bacteria,Bacteria,JN_BC,AK_JN,AK_JN,58.3852961,-134.6493267,NA,NA,NA,NA,ASV653,offtarget,Bacteria,Bacteria,offtarget,85.385,1.19e-69,Bacteria,NA,NA,1,2024-07-24,NA,12:28:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Bay Creek,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,28.8,15.1,by_foot,2.5,present,"~1m long grass, dense patches, dense band","sampled parallel to shore, one sample per dock slip",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1461,Field blank,motu283,788,Cyanobacteriota,Bacteria,JN_BC,AK_JN,AK_JN,58.3852961,-134.6493267,NA,NA,NA,NA,ASV710,offtarget,Cyanobacteriota,Bacteria,offtarget,87.209,5.45e-78,Bacteria,Cyanobacteriota,NA,1,2024-07-24,NA,12:28:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Bay Creek,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,28.8,15.1,by_foot,2.5,present,"~1m long grass, dense patches, dense band","sampled parallel to shore, one sample per dock slip",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
pecoe-1461,Field blank,motu1334,171,Bacteria,Bacteria,JN_BC,AK_JN,AK_JN,58.3852961,-134.6493267,NA,NA,NA,NA,ASV3565,offtarget,Bacteria,Bacteria,offtarget,85.992,2.55e-71,Bacteria,NA,NA,1,2024-07-24,NA,12:28:00,exblank_2024_084,1000,2024,; xn tech: SC; xn date: 2025-04-07; xn notes: ; filtration comments:  ; tech:,Bay Creek,"Julie Schram, Ed Schiff, Sebastian Schram",0-0.5,28.8,15.1,by_foot,2.5,present,"~1m long grass, dense patches, dense band","sampled parallel to shore, one sample per dock slip",NA,"Juneau Region, Alaska","Juneau Region, Alaska",NA,Box 4,negpcr-2024-2
