motu,asv,found_taxa,common_name,rank,identity_percentage,evalue,kingdom,phylum,class,order,family,genus,freshwater_only
motu730,ASV2044,Unknown bacteria,Bacteria,offtarget,98.819,2.3299999999999998e-126,Bacteria,NA,NA,NA,NA,NA,NA
motu732,ASV2052,Unknown bacteria,Bacteria,offtarget,99.588,1.4000000000000001e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu739,ASV2067,Unknown bacteria,Bacteria,offtarget,100,6.48e-127,Bacteria,NA,NA,NA,NA,NA,NA
motu745,ASV2085,Unknown bacteria,Bacteria,offtarget,99.18,5.11e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu745,ASV4283,Unknown bacteria,Bacteria,offtarget,99.18,5.11e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu745,ASV4653,Unknown bacteria,Bacteria,offtarget,99.18,5.11e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu751,ASV2094,Unknown bacteria,Bacteria,offtarget,98.047,1.1e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu756,ASV2103,Unknown bacteria,Bacteria,offtarget,98.828,5.079999999999999e-128,Bacteria,NA,NA,NA,NA,NA,NA
motu759,ASV2109,Unknown bacteria,Unknown bacteria,offtarget,96.838,5.079999999999999e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu773,ASV2157,Unknown bacteria,Bacteria,offtarget,97.131,1.11e-114,Bacteria,NA,NA,NA,NA,NA,NA
motu779,ASV2174,Unknown bacteria,Bacteria,offtarget,96.484,5.149999999999999e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu787,ASV2205,Unknown bacteria,Bacteria,offtarget,97.959,1.4099999999999998e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu790,ASV2215,Unknown bacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,NA,NA,NA,NA,NA,NA
motu794,ASV2221,Unknown bacteria,Unknown bacteria,offtarget,98.024,5.05e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu809,ASV2271,Unknown bacteria,Bacteria,offtarget,100,3.8899999999999994e-129,Bacteria,NA,NA,NA,NA,NA,NA
motu810,ASV2275,Unknown bacteria,Bacteria,offtarget,100,6.46e-132,Bacteria,NA,NA,NA,NA,NA,NA
motu812,ASV2288,Unknown bacteria,Bacteria,offtarget,98.77,2.3799999999999995e-121,Bacteria,NA,NA,NA,NA,NA,NA
motu814,ASV2295,Unknown bacteria,Bacteria,offtarget,97.98,4.07e-94,Bacteria,NA,NA,NA,NA,NA,NA
motu816,ASV2300,Unknown bacteria,Bacteria,offtarget,98.419,1.08e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu820,ASV2313,Unknown bacteria,Bacteria,offtarget,97.628,2.3499999999999996e-121,Bacteria,NA,NA,NA,NA,NA,NA
motu823,ASV2319,Unknown bacteria,Bacteria,offtarget,99.592,3.0599999999999996e-125,Bacteria,NA,NA,NA,NA,NA,NA
motu823,ASV2925,Unknown bacteria,Bacteria,offtarget,99.592,3.0599999999999996e-125,Bacteria,NA,NA,NA,NA,NA,NA
motu824,ASV2320,Unknown bacteria,Bacteria,offtarget,97.561,6.57e-117,Bacteria,NA,NA,NA,NA,NA,NA
motu828,ASV2331,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Betaproteobacteria,NA,NA,NA,NA
motu834,ASV2351,Unknown bacteria,Bacteria,offtarget,98.828,5.079999999999999e-128,Bacteria,NA,NA,NA,NA,NA,NA
motu835,ASV2352,Unknown bacteria,Bacteria,offtarget,99.209,5.01e-128,Bacteria,NA,NA,NA,NA,NA,NA
motu845,ASV2386,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu853,ASV2413,Unknown bacteria,Bacteria,offtarget,96.838,5.66e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu855,ASV2418,Unknown bacteria,Bacteria,offtarget,96.735,1.42e-113,Bacteria,NA,NA,NA,NA,NA,NA
motu856,ASV2423,Unknown bacteria,Bacteria,offtarget,100,6.46e-132,Bacteria,NA,NA,NA,NA,NA,NA
motu858,ASV2432,Unknown bacteria,Bacteria,offtarget,99.18,5.05e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu865,ASV2445,Unknown bacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,NA,NA,NA,NA,NA,NA
motu868,ASV2450,Unknown bacteria,Bacteria,offtarget,97.959,1.4099999999999998e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu869,ASV2454,Unknown bacteria,Bacteria,offtarget,98.367,3.04e-120,Bacteria,NA,NA,NA,NA,NA,NA
motu869,ASV4933,Unknown bacteria,Bacteria,offtarget,98.367,3.04e-120,Bacteria,NA,NA,NA,NA,NA,NA
motu870,ASV2458,Unknown bacteria,Bacteria,offtarget,96.094,2.4e-116,Bacteria,NA,NA,NA,NA,NA,NA
motu873,ASV2473,Unknown bacteria,Bacteria,offtarget,98.776,6.53e-122,Bacteria,NA,NA,NA,NA,NA,NA
motu873,ASV3380,Unknown bacteria,Bacteria,offtarget,98.776,6.53e-122,Bacteria,NA,NA,NA,NA,NA,NA
motu873,ASV4487,Unknown bacteria,Bacteria,offtarget,98.776,6.53e-122,Bacteria,NA,NA,NA,NA,NA,NA
motu875,ASV2484,Unknown bacteria,Bacteria,offtarget,97.951,5.149999999999999e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu877,ASV2487,Unknown bacteria,Bacteria,offtarget,97.266,2.3799999999999995e-121,Bacteria,NA,NA,NA,NA,NA,NA
motu892,ASV2532,Unknown bacteria,Bacteria,offtarget,100,5.04e-133,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
motu892,ASV4526,Unknown bacteria,Bacteria,offtarget,100,5.04e-133,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
motu897,ASV2552,Unknown bacteria,Bacteria,offtarget,96.85,5.079999999999999e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu901,ASV2556,Unknown bacteria,Bacteria,offtarget,99.592,3.0199999999999996e-125,Bacteria,NA,NA,NA,NA,NA,NA
motu905,ASV2566,Unknown bacteria,Bacteria,offtarget,100,8.389999999999999e-126,Bacteria,NA,NA,NA,NA,NA,NA
motu906,ASV2578,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu907,ASV2579,Unknown bacteria,Bacteria,offtarget,96.327,6.709999999999999e-112,Bacteria,NA,NA,NA,NA,NA,NA
motu907,ASV3757,Unknown bacteria,Bacteria,offtarget,96.327,6.709999999999999e-112,Bacteria,NA,NA,NA,NA,NA,NA
motu922,ASV2617,Unknown bacteria,Bacteria,offtarget,99.592,3.0199999999999996e-125,Bacteria,NA,NA,NA,NA,NA,NA
motu922,ASV4787,Unknown bacteria,Bacteria,offtarget,99.592,3.0199999999999996e-125,Bacteria,NA,NA,NA,NA,NA,NA
motu926,ASV2625,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu927,ASV2626,Unknown bacteria,Bacteria,offtarget,98.024,5.05e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu929,ASV2630,Unknown bacteria,Bacteria,offtarget,98.047,1.1e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu943,ASV2662,Unknown bacteria,Bacteria,offtarget,98.425,3.03e-125,Bacteria,NA,NA,NA,NA,NA,NA
motu944,ASV2665,Unknown bacteria,Bacteria,offtarget,99.209,5.01e-128,Bacteria,NA,NA,NA,NA,NA,NA
motu965,ASV2723,Unknown bacteria,Bacteria,offtarget,97.628,2.3499999999999996e-121,Bacteria,NA,NA,NA,NA,NA,NA
motu968,ASV2730,Unknown bacteria,Bacteria,offtarget,97.628,2.3499999999999996e-121,Bacteria,NA,NA,NA,NA,NA,NA
motu979,ASV2770,Unknown bacteria,Bacteria,offtarget,99.209,5.01e-128,Bacteria,NA,NA,NA,NA,NA,NA
motu979,ASV3367,Unknown bacteria,Bacteria,offtarget,99.209,5.01e-128,Bacteria,NA,NA,NA,NA,NA,NA
motu981,ASV2774,Unknown bacteria,Bacteria,offtarget,98.419,1.08e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu989,ASV2790,Unknown bacteria,Bacteria,offtarget,100,6.48e-127,Bacteria,NA,NA,NA,NA,NA,NA
motu1002,ASV2824,Unknown bacteria,Bacteria,offtarget,96.094,2.4e-116,Bacteria,NA,NA,NA,NA,NA,NA
motu1005,ASV2833,Unknown bacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,NA,NA,NA,NA,NA,NA
motu1013,ASV2858,Unknown bacteria,Bacteria,offtarget,97.143,3.0599999999999997e-115,Bacteria,NA,NA,NA,NA,NA,NA
motu1024,ASV2879,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1024,ASV3439,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1033,ASV2897,Unknown bacteria,Bacteria,offtarget,99,1.47e-98,Bacteria,NA,NA,NA,NA,NA,NA
motu1041,ASV2912,Unknown bacteria,Bacteria,offtarget,96.735,1.42e-113,Bacteria,NA,NA,NA,NA,NA,NA
motu1055,ASV2935,Unknown bacteria,Bacteria,offtarget,98.031,5.05e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu1063,ASV2961,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1068,ASV2976,Unknown bacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,NA,NA,NA,NA,NA,NA
motu1069,ASV2977,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
motu1069,ASV4512,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
motu1076,ASV2996,Unknown bacteria,Bacteria,offtarget,96.047,1.1e-114,Bacteria,NA,NA,NA,NA,NA,NA
motu1084,ASV3014,Unknown bacteria,Bacteria,offtarget,100,6.48e-127,Bacteria,NA,NA,NA,NA,NA,NA
motu1087,ASV3026,Unknown bacteria,Bacteria,offtarget,98.361,1.1099999999999997e-119,Bacteria,NA,NA,NA,NA,NA,NA
motu1108,ASV3070,Unknown bacteria,Bacteria,offtarget,99.592,3.0199999999999996e-125,Bacteria,NA,NA,NA,NA,NA,NA
motu1109,ASV3074,Unknown bacteria,Bacteria,offtarget,96.484,5.149999999999999e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu1122,ASV3117,Unknown bacteria,Bacteria,offtarget,98.901,1.98e-137,Bacteria,NA,NA,NA,NA,NA,NA
motu1140,ASV3165,Unknown bacteria,Bacteria,offtarget,99.209,5.01e-128,Bacteria,NA,NA,NA,NA,NA,NA
motu1150,ASV3189,Unknown bacteria,Bacteria,offtarget,98.814,2.3299999999999998e-126,Bacteria,NA,NA,NA,NA,NA,NA
motu1174,ASV3245,Unknown bacteria,Bacteria,offtarget,98.047,1.1e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1178,ASV3254,Unknown bacteria,Unknown bacteria,offtarget,97.143,3.0599999999999997e-115,Bacteria,NA,NA,NA,NA,NA,NA
motu1187,ASV3268,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1189,ASV3273,Unknown bacteria,Bacteria,offtarget,96.029,2.6299999999999997e-126,Bacteria,NA,NA,NA,NA,NA,NA
motu1190,ASV3276,Unknown bacteria,Bacteria,offtarget,98.047,1.1e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1190,ASV4224,Unknown bacteria,Bacteria,offtarget,98.047,1.1e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1196,ASV3290,Unknown bacteria,Bacteria,offtarget,99.209,5.01e-128,Bacteria,NA,NA,NA,NA,NA,NA
motu1198,ASV3296,Unknown bacteria,Bacteria,offtarget,98.776,6.53e-122,Bacteria,NA,NA,NA,NA,NA,NA
motu1202,ASV3302,Unknown bacteria,Bacteria,offtarget,96.838,5.079999999999999e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu1205,ASV3310,Unknown bacteria,Bacteria,offtarget,98.361,1.1099999999999997e-119,Bacteria,NA,NA,NA,NA,NA,NA
motu1206,ASV3311,Unknown bacteria,Bacteria,offtarget,98.814,2.3299999999999998e-126,Bacteria,NA,NA,NA,NA,NA,NA
motu1209,ASV3318,Unknown bacteria,Bacteria,offtarget,98.419,1.08e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1209,ASV3843,Unknown bacteria,Bacteria,offtarget,98.419,1.08e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1219,ASV3334,Unknown bacteria,Bacteria,offtarget,100,6.57e-127,Bacteria,NA,NA,NA,NA,NA,NA
motu1224,ASV3348,Unknown bacteria,Bacteria,offtarget,96.735,1.42e-113,Bacteria,NA,NA,NA,NA,NA,NA
motu1228,ASV3354,Unknown bacteria,Bacteria,offtarget,98.419,1.08e-124,Bacteria,Planctomycetota,NA,NA,NA,NA,NA
motu1237,ASV3375,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,Pseudomonadota,Gammaproteobacteria,NA,NA,NA,NA
motu1238,ASV3379,Unknown bacteria,Bacteria,offtarget,97.233,1.0899999999999997e-119,Bacteria,NA,NA,NA,NA,NA,NA
motu1243,ASV3392,Unknown bacteria,Bacteria,offtarget,98.776,6.53e-122,Bacteria,NA,NA,NA,NA,NA,NA
motu1247,ASV3402,Unknown bacteria,Bacteria,offtarget,98.819,6.51e-127,Bacteria,NA,NA,NA,NA,NA,NA
motu1254,ASV3414,Unknown bacteria,Bacteria,offtarget,98.024,5.6200000000000004e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu1257,ASV3419,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1264,ASV3432,Unknown bacteria,Bacteria,offtarget,97.656,5.11e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu1274,ASV3451,Unknown bacteria,Bacteria,offtarget,100,7.07e-142,Bacteria,NA,NA,NA,NA,NA,NA
motu1275,ASV3452,Unknown bacteria,Bacteria,offtarget,97.475,1.89e-92,Bacteria,NA,NA,NA,NA,NA,NA
motu1275,ASV3992,Unknown bacteria,Bacteria,offtarget,97.475,1.89e-92,Bacteria,NA,NA,NA,NA,NA,NA
motu1284,ASV3471,Unknown bacteria,Bacteria,offtarget,98.047,1.1e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1291,ASV3490,Unknown bacteria,Bacteria,offtarget,97.551,6.57e-117,Bacteria,NA,NA,NA,NA,NA,NA
motu1294,ASV3496,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1296,ASV3499,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1299,ASV3506,Unknown bacteria,Bacteria,offtarget,97.143,3.0599999999999997e-115,Bacteria,NA,NA,NA,NA,NA,NA
motu1313,ASV3531,Unknown bacteria,Bacteria,offtarget,96.825,6.6e-117,Bacteria,NA,NA,NA,NA,NA,NA
motu1314,ASV3532,Unknown bacteria,Bacteria,offtarget,100,8.33e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1325,ASV3552,Unknown bacteria,Bacteria,offtarget,99.18,5.11e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu1328,ASV3556,Unknown bacteria,Bacteria,offtarget,100,6.48e-127,Bacteria,NA,NA,NA,NA,NA,NA
motu1332,ASV3563,Unknown bacteria,Bacteria,offtarget,98.78,1.8200000000000002e-122,Bacteria,NA,NA,NA,NA,NA,NA
motu1337,ASV3571,Unknown bacteria,Unknown bacteria,offtarget,98.776,6.61e-122,Bacteria,NA,NA,NA,NA,NA,NA
motu1338,ASV3572,Unknown bacteria,Bacteria,offtarget,96.327,6.709999999999999e-112,Bacteria,NA,NA,NA,NA,NA,NA
motu1343,ASV3582,Unknown bacteria,Bacteria,offtarget,96.875,1.1099999999999997e-119,Bacteria,NA,NA,NA,NA,NA,NA
motu1347,ASV3589,Unknown bacteria,Bacteria,offtarget,98.367,3.04e-120,Bacteria,NA,NA,NA,NA,NA,NA
motu1351,ASV3606,Unknown bacteria,Bacteria,offtarget,100,5.04e-133,Bacteria,NA,NA,NA,NA,NA,NA
motu1354,ASV3613,Unknown bacteria,Bacteria,offtarget,97.959,1.4099999999999998e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu1357,ASV3617,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1361,ASV3623,Unknown bacteria,Bacteria,offtarget,98.77,2.3799999999999995e-121,Bacteria,NA,NA,NA,NA,NA,NA
motu1362,ASV3624,Unknown bacteria,Bacteria,offtarget,99.209,5.01e-128,Bacteria,NA,NA,NA,NA,NA,NA
motu1365,ASV3629,Unknown bacteria,Bacteria,offtarget,98.444,6.6e-127,Bacteria,NA,NA,NA,NA,NA,NA
motu1383,ASV3660,Unknown bacteria,Bacteria,offtarget,96.139,2.4e-116,Bacteria,NA,NA,NA,NA,NA,NA
motu1386,ASV3667,Unknown bacteria,Bacteria,offtarget,97.959,1.4099999999999998e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu1417,ASV3730,Unknown bacteria,Bacteria,offtarget,97.628,2.3499999999999996e-121,Bacteria,NA,NA,NA,NA,NA,NA
motu1420,ASV3735,Unknown bacteria,Bacteria,offtarget,99.6,5.079999999999999e-128,Bacteria,NA,NA,NA,NA,NA,NA
motu1428,ASV3756,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1435,ASV3768,Unknown bacteria,Bacteria,offtarget,98.047,1.1e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1436,ASV3769,Unknown bacteria,Bacteria,offtarget,98.419,1.08e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1444,ASV3793,Unknown bacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,Candidatus Absconditabacteria,NA,NA,NA,NA,NA
motu1445,ASV3795,Unknown bacteria,Bacteria,offtarget,99.267,4.24e-139,Bacteria,NA,NA,NA,NA,NA,NA
motu1446,ASV3796,Unknown bacteria,Bacteria,offtarget,99.592,3.0199999999999996e-125,Bacteria,NA,NA,NA,NA,NA,NA
motu1457,ASV3826,Unknown bacteria,Bacteria,offtarget,100,5.04e-133,Bacteria,NA,NA,NA,NA,NA,NA
motu1460,ASV3831,Unknown bacteria,Bacteria,offtarget,97.266,2.3799999999999995e-121,Bacteria,NA,NA,NA,NA,NA,NA
motu1462,ASV3833,Unknown bacteria,Bacteria,offtarget,96.735,1.44e-113,Bacteria,NA,NA,NA,NA,NA,NA
motu1464,ASV3835,Unknown bacteria,Bacteria,offtarget,98.024,5.05e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu1465,ASV3837,Unknown bacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,Pseudomonadota,Alphaproteobacteria,NA,NA,NA,NA
motu1472,ASV3850,Unknown bacteria,Bacteria,offtarget,99.206,1.8e-127,Bacteria,NA,NA,NA,NA,NA,NA
motu1481,ASV3864,Unknown bacteria,Bacteria,offtarget,97.551,6.66e-117,Bacteria,NA,NA,NA,NA,NA,NA
motu1484,ASV3868,Unknown bacteria,Bacteria,offtarget,98.047,1.1e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1484,ASV4564,Unknown bacteria,Bacteria,offtarget,98.047,1.1e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1490,ASV3878,Unknown bacteria,Bacteria,offtarget,99.609,2.35e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1494,ASV3883,Unknown bacteria,Bacteria,offtarget,96.047,1.1e-114,Bacteria,NA,NA,NA,NA,NA,NA
motu1495,ASV3885,Unknown bacteria,Bacteria,offtarget,97.266,2.3799999999999995e-121,Bacteria,NA,NA,NA,NA,NA,NA
motu1497,ASV3887,Unknown bacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,NA,NA,NA,NA,NA,NA
motu1500,ASV3900,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1501,ASV3901,Unknown bacteria,Bacteria,offtarget,96.327,6.619999999999999e-112,Bacteria,NA,NA,NA,NA,NA,NA
motu1510,ASV3919,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1511,ASV3920,Unknown bacteria,Bacteria,offtarget,97.656,5.11e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu1527,ASV3957,Unknown bacteria,Bacteria,offtarget,96.047,1.1e-114,Bacteria,NA,NA,NA,NA,NA,NA
motu1528,ASV3958,Unknown bacteria,Bacteria,offtarget,96.85,1.4199999999999997e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu1545,ASV3991,Unknown bacteria,Bacteria,offtarget,98.024,1.8200000000000002e-122,Bacteria,NA,NA,NA,NA,NA,NA
motu1545,ASV4720,Unknown bacteria,Bacteria,offtarget,98.024,1.8200000000000002e-122,Bacteria,NA,NA,NA,NA,NA,NA
motu1548,ASV3996,Unknown bacteria,Bacteria,offtarget,97.541,2.3699999999999997e-116,Bacteria,NA,NA,NA,NA,NA,NA
motu1552,ASV4005,Unknown bacteria,Bacteria,offtarget,100,6.48e-127,Bacteria,NA,NA,NA,NA,NA,NA
motu1566,ASV4025,Unknown bacteria,Bacteria,offtarget,98.828,5.079999999999999e-128,Bacteria,NA,NA,NA,NA,NA,NA
motu1567,ASV4026,Unknown bacteria,Bacteria,offtarget,98.047,1.1e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1581,ASV4048,Unknown bacteria,Bacteria,offtarget,97.628,2.3499999999999996e-121,Bacteria,NA,NA,NA,NA,NA,NA
motu1594,ASV4067,Unknown bacteria,Bacteria,offtarget,98.419,1.08e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1594,ASV4281,Unknown bacteria,Bacteria,offtarget,98.419,1.08e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1600,ASV4074,Unknown bacteria,Bacteria,offtarget,96.735,1.44e-113,Bacteria,NA,NA,NA,NA,NA,NA
motu1611,ASV4095,Unknown bacteria,Bacteria,offtarget,96.063,1.1e-114,Bacteria,NA,NA,NA,NA,NA,NA
motu1614,ASV4100,Unknown bacteria,Bacteria,offtarget,97.297,3.21e-85,Bacteria,NA,NA,NA,NA,NA,NA
motu1619,ASV4107,Unknown bacteria,Bacteria,offtarget,100,7.07e-142,Bacteria,NA,NA,NA,NA,NA,NA
motu1622,ASV4110,Unknown bacteria,Bacteria,offtarget,97.551,6.66e-117,Bacteria,NA,NA,NA,NA,NA,NA
motu1650,ASV4145,Unknown bacteria,Bacteria,offtarget,97.233,1.0899999999999997e-119,Bacteria,NA,NA,NA,NA,NA,NA
motu1652,ASV4148,Unknown bacteria,Bacteria,offtarget,99,1.4599999999999999e-98,Bacteria,NA,NA,NA,NA,NA,NA
motu1658,ASV4157,Unknown bacteria,Bacteria,offtarget,97.951,5.149999999999999e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu1663,ASV4168,Unknown bacteria,Bacteria,offtarget,97.233,1.0899999999999997e-119,Bacteria,NA,NA,NA,NA,NA,NA
motu1672,ASV4182,Unknown bacteria,Bacteria,offtarget,100,6.57e-127,Bacteria,NA,NA,NA,NA,NA,NA
motu1682,ASV4197,Unknown bacteria,Bacteria,offtarget,96.498,1.4399999999999998e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu1692,ASV4210,Unknown bacteria,Bacteria,offtarget,98.814,2.3299999999999998e-126,Bacteria,NA,NA,NA,NA,NA,NA
motu1693,ASV4211,Unknown bacteria,Bacteria,offtarget,99.206,1.8e-127,Bacteria,NA,NA,NA,NA,NA,NA
motu1705,ASV4229,Unknown bacteria,Bacteria,offtarget,98.814,2.3299999999999998e-126,Bacteria,NA,NA,NA,NA,NA,NA
motu1706,ASV4230,Unknown bacteria,Bacteria,offtarget,99.213,1.4e-128,Bacteria,NA,NA,NA,NA,NA,NA
motu1720,ASV4251,Unknown bacteria,Bacteria,offtarget,99.184,1.4000000000000001e-123,Bacteria,NA,NA,NA,NA,NA,NA
motu1722,ASV4253,Unknown bacteria,Bacteria,offtarget,98.419,1.08e-124,Bacteria,NA,NA,NA,NA,NA,NA
motu1728,ASV4270,Unknown bacteria,Bacteria,offtarget,97.638,2.3499999999999996e-121,Bacteria,NA,NA,NA,NA,NA,NA
motu1729,ASV4271,Unknown bacteria,Bacteria,offtarget,97.561,1.84e-117,Bacteria,NA,NA,NA,NA,NA,NA
motu1730,ASV4272,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1732,ASV4274,Unknown bacteria,Bacteria,offtarget,98.367,3.04e-120,Bacteria,NA,NA,NA,NA,NA,NA
motu1732,ASV4800,Unknown bacteria,Bacteria,offtarget,98.367,3.04e-120,Bacteria,NA,NA,NA,NA,NA,NA
motu1745,ASV4294,Unknown bacteria,Bacteria,offtarget,100,8.389999999999999e-126,Bacteria,NA,NA,NA,NA,NA,NA
motu1750,ASV4299,Unknown bacteria,Bacteria,offtarget,100,5.04e-133,Bacteria,NA,NA,NA,NA,NA,NA
motu1755,ASV4305,Unknown bacteria,Bacteria,offtarget,96.887,3.09e-120,Bacteria,NA,NA,NA,NA,NA,NA
motu1758,ASV4308,Unknown bacteria,Bacteria,offtarget,96.484,5.149999999999999e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu1759,ASV4309,Unknown bacteria,Bacteria,offtarget,99.219,1.0899999999999998e-129,Bacteria,NA,NA,NA,NA,NA,NA
motu1774,ASV4332,Unknown bacteria,Bacteria,offtarget,98.814,2.62e-126,Bacteria,NA,NA,NA,NA,NA,NA
motu1777,ASV4337,Unknown bacteria,Bacteria,offtarget,98.814,2.3299999999999998e-126,Bacteria,NA,NA,NA,NA,NA,NA
motu1778,ASV4338,Unknown bacteria,Bacteria,offtarget,96.484,5.149999999999999e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu1788,ASV4354,Unknown bacteria,Bacteria,offtarget,96.838,5.079999999999999e-118,Bacteria,NA,NA,NA,NA,NA,NA
motu1795,ASV4363,Unknown bacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,NA,NA,NA,NA,NA,NA
motu1802,ASV4376,Unknown bacteria,Bacteria,offtarget,100,8.33e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1820,ASV4404,Unknown bacteria,Bacteria,offtarget,97.628,2.36e-121,Bacteria,NA,NA,NA,NA,NA,NA
motu1822,ASV4406,Unknown bacteria,Bacteria,offtarget,96.047,1.1e-114,Bacteria,NA,NA,NA,NA,NA,NA
motu1824,ASV4408,Unknown bacteria,Bacteria,offtarget,100,2.31e-131,Bacteria,NA,NA,NA,NA,NA,NA
motu1825,ASV4409,Unknown bacteria,Bacteria,offtarget,96.311,2.41e-111,Bacteria,NA,NA,NA,NA,NA,NA
motu1832,ASV4416,Unknown bacteria,Bacteria,offtarget,99.605,1.0799999999999998e-129,Bacteria,NA,NA,NA,NA,NA,NA
motu1833,ASV4422,Unknown bacteria,Bacteria,offtarget,99.605,2.9899999999999994e-130,Bacteria,NA,NA,NA,NA,NA,NA
