sample_id,year,sequenced,missing,missing_status,lowreads,in_miseq,fish_miseq,treatment,site_code,region_code
pecoe-0927,2023,yes,in dataset,NA,no,no,no,Sample,PS_BV,WA_PSa
pecoe-0928,2023,yes,in dataset,NA,no,no,no,Sample,PS_BV,WA_PSa
pecoe-0929,2023,yes,in dataset,NA,no,no,no,Sample,PS_BV,WA_PSa
pecoe-0930,2023,yes,in dataset,NA,no,no,no,Sample,PS_BV,WA_PSa
pecoe-0931,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,PS_SH,WA_PSa
pecoe-0932,2023,yes,in dataset,NA,no,no,no,Sample,PS_SH,WA_PSa
pecoe-0933,2023,yes,in dataset,NA,no,no,no,Sample,PS_SH,WA_PSa
pecoe-0934,2023,yes,in dataset,NA,no,no,no,Sample,PS_SH,WA_PSa
pecoe-0935,2023,yes,in dataset,NA,no,no,no,Sample,PS_SH,WA_PSa
pecoe-0936,2023,yes,missing,no fish,< 25,no,no,Field blank,PS_BB,WA_PSa
pecoe-0937,2023,yes,in dataset,NA,no,no,no,Sample,PS_BB,WA_PSa
pecoe-0938,2023,yes,in dataset,NA,no,no,no,Sample,PS_BB,WA_PSa
pecoe-0939,2023,yes,in dataset,NA,no,no,no,Sample,PS_BB,WA_PSa
pecoe-0940,2023,yes,in dataset,NA,no,no,no,Sample,PS_BB,WA_PSa
pecoe-0951,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,PP_E,BC_PP
pecoe-0952,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,PP_E,BC_PP
pecoe-0953,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,PP_E,BC_PP
pecoe-0954,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,PP_E,BC_PP
pecoe-0955,2023,yes,missing,dropped during sequencing,NA,no,no,Field blank,PP_E,BC_PP
pecoe-0956,2023,yes,missing,dropped during sequencing,NA,no,no,Field blank,PP_MB,BC_PP
pecoe-0957,2023,yes,in dataset,NA,no,no,no,Sample,PP_MB,BC_PP
pecoe-0958,2023,yes,in dataset,NA,< 25,no,no,Sample,PP_MB,BC_PP
pecoe-0959,2023,yes,in dataset,NA,no,no,no,Sample,PP_MB,BC_PP
pecoe-0960,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,PP_MB,BC_PP
pecoe-0961,2023,yes,in dataset,NA,no,no,no,Sample,PP_HI,BC_PP
pecoe-0962,2023,yes,in dataset,NA,no,no,no,Sample,PP_HI,BC_PP
pecoe-0963,2023,yes,in dataset,NA,no,no,no,Sample,PP_HI,BC_PP
pecoe-0964,2023,yes,in dataset,NA,no,no,no,Sample,PP_HI,BC_PP
pecoe-0965,2023,yes,missing,no fish,no,no,no,Field blank,PP_HI,BC_PP
pecoe-0966,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,PP_JJ,BC_PP
pecoe-0967,2023,yes,in dataset,NA,no,no,no,Sample,PP_JJ,BC_PP
pecoe-0968,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,PP_JJ,BC_PP
pecoe-0969,2023,yes,in dataset,NA,no,no,no,Sample,PP_JJ,BC_PP
pecoe-0970,2023,yes,missing,no fish,no,no,no,Field blank,PP_JJ,BC_PP
pecoe-0971,2023,yes,missing,no fish,no,no,no,Field blank,PP_C,BC_PP
pecoe-0972,2023,yes,in dataset,NA,no,no,no,Sample,PP_C,BC_PP
pecoe-0973,2023,yes,in dataset,NA,no,no,no,Sample,PP_C,BC_PP
pecoe-0974,2023,yes,in dataset,NA,no,no,no,Sample,PP_C,BC_PP
pecoe-0975,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,PP_C,BC_PP
pecoe-0976,2023,yes,missing,no fish,NA,no,no,Field blank,HG_DSD,BC_HGa
pecoe-0977,2023,yes,in dataset,NA,no,no,no,Sample,HG_DSD,BC_HGa
pecoe-0978,2023,yes,in dataset,NA,no,no,no,Sample,HG_DSD,BC_HGa
pecoe-0979,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,HG_DSD,BC_HGa
pecoe-0980,2023,yes,in dataset,NA,no,no,no,Sample,HG_DSD,BC_HGa
pecoe-0981,2023,yes,missing,no fish,no,no,no,Field blank,HG_MDD,BC_HGa
pecoe-0982,2023,yes,in dataset,NA,no,no,no,Sample,HG_MDD,BC_HGa
pecoe-0983,2023,yes,in dataset,NA,no,no,no,Sample,HG_MDD,BC_HGa
pecoe-0984,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,HG_MDD,BC_HGa
pecoe-0985,2023,yes,missing,dropped before filterandtrim,NA,no,no,Sample,HG_MDD,BC_HGa
pecoe-0986,2023,yes,missing,no fish,< 5,no,no,Field blank,HG_DN,BC_HGb
pecoe-0987,2023,yes,in dataset,NA,no,no,no,Sample,HG_DN,BC_HGb
pecoe-0988,2023,yes,in dataset,NA,no,no,no,Sample,HG_DN,BC_HGb
pecoe-0989,2023,yes,in dataset,NA,no,no,no,Sample,HG_DN,BC_HGb
pecoe-0990,2023,yes,in dataset,NA,no,no,no,Sample,HG_DN,BC_HGb
pecoe-0991,2023,yes,missing,no fish,NA,no,no,Field blank,HG_TK,BC_HGb
pecoe-0992,2023,yes,in dataset,NA,no,no,no,Sample,HG_TK,BC_HGb
pecoe-0993,2023,yes,in dataset,NA,no,no,no,Sample,HG_TK,BC_HGb
pecoe-0994,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,HG_TK,BC_HGb
pecoe-0995,2023,yes,in dataset,NA,no,no,no,Sample,HG_TK,BC_HGb
pecoe-1001,2023,yes,missing,dropped during sequencing,NA,no,no,Field blank,LA_UN,CA_LA
pecoe-1002,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,LA_UN,CA_LA
pecoe-1003,2023,yes,in dataset,NA,no,no,no,Sample,LA_UN,CA_LA
pecoe-1004,2023,yes,in dataset,NA,no,no,no,Sample,LA_UN,CA_LA
pecoe-1005,2023,yes,in dataset,NA,no,no,no,Sample,LA_UN,CA_LA
pecoe-1006,2023,yes,missing,no fish,< 5,no,no,Field blank,LA_SP,CA_LA
pecoe-1007,2023,yes,in dataset,NA,no,no,no,Sample,LA_SP,CA_LA
pecoe-1008,2023,yes,in dataset,NA,no,no,no,Sample,LA_SP,CA_LA
pecoe-1009,2023,yes,in dataset,NA,no,no,no,Sample,LA_SP,CA_LA
pecoe-1010,2023,yes,in dataset,NA,no,no,no,Sample,LA_SP,CA_LA
pecoe-1011,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,LA_JD,CA_LA
pecoe-1012,2023,yes,missing,no fish,< 25,no,no,Sample,LA_JD,CA_LA
pecoe-1013,2023,yes,in dataset,NA,no,no,no,Sample,LA_JD,CA_LA
pecoe-1014,2023,yes,in dataset,NA,no,no,no,Sample,LA_JD,CA_LA
pecoe-1015,2023,yes,in dataset,NA,no,no,no,Sample,LA_JD,CA_LA
pecoe-1016,2023,yes,in dataset,NA,no,no,no,Field blank,LA_AB,CA_LA
pecoe-1017,2023,yes,in dataset,NA,no,no,no,Sample,LA_AB,CA_LA
pecoe-1018,2023,yes,in dataset,NA,no,no,no,Sample,LA_AB,CA_LA
pecoe-1019,2023,yes,in dataset,NA,no,no,no,Sample,LA_AB,CA_LA
pecoe-1020,2023,yes,in dataset,NA,no,no,no,Sample,LA_AB,CA_LA
pecoe-1021,2023,yes,in dataset,NA,no,no,no,Field blank,LA_MS,CA_LA
pecoe-1022,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,LA_MS,CA_LA
pecoe-1023,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,LA_MS,CA_LA
pecoe-1024,2023,yes,in dataset,NA,no,no,no,Sample,LA_MS,CA_LA
pecoe-1025,2023,yes,in dataset,NA,no,no,no,Sample,LA_MS,CA_LA
pecoe-1026,2023,yes,in dataset,NA,no,no,no,Sample,YB_BV,OR_YB
pecoe-1027,2023,yes,in dataset,NA,no,no,no,Sample,YB_BV,OR_YB
pecoe-1028,2023,yes,in dataset,NA,no,no,no,Sample,YB_BV,OR_YB
pecoe-1029,2023,yes,in dataset,NA,no,no,no,Sample,YB_BV,OR_YB
pecoe-1030,2023,yes,missing,no fish,< 25,no,no,Field blank,YB_BV,OR_YB
pecoe-1031,2023,yes,in dataset,NA,no,no,no,Field blank,YB_FP,OR_YB
pecoe-1032,2023,yes,in dataset,NA,no,no,no,Sample,YB_FP,OR_YB
pecoe-1033,2023,yes,in dataset,NA,no,no,no,Sample,YB_FP,OR_YB
pecoe-1034,2023,yes,in dataset,NA,no,no,no,Sample,YB_FP,OR_YB
pecoe-1035,2023,yes,in dataset,NA,no,no,no,Sample,YB_FP,OR_YB
pecoe-1036,2023,yes,missing,no fish,< 100,no,no,Field blank,YB_SBS,OR_YB
pecoe-1037,2023,yes,missing,dropped before filterandtrim,NA,no,no,Sample,YB_SBS,OR_YB
pecoe-1038,2023,yes,in dataset,NA,no,no,no,Sample,YB_SBS,OR_YB
pecoe-1039,2023,yes,in dataset,NA,no,no,no,Sample,YB_SBS,OR_YB
pecoe-1040,2023,yes,in dataset,NA,no,no,no,Sample,YB_SBS,OR_YB
pecoe-1041,2023,yes,in dataset,NA,no,no,no,Field blank,YB_SBN,OR_YB
pecoe-1042,2023,yes,in dataset,NA,no,no,no,Sample,YB_SBN,OR_YB
pecoe-1043,2023,yes,in dataset,NA,no,no,no,Sample,YB_SBN,OR_YB
pecoe-1044,2023,yes,in dataset,NA,no,no,no,Sample,YB_SBN,OR_YB
pecoe-1045,2023,yes,in dataset,NA,no,no,no,Sample,YB_SBN,OR_YB
pecoe-1046,2023,yes,missing,no fish,no,no,no,Field blank,YB_IF,OR_YB
pecoe-1047,2023,yes,in dataset,NA,no,no,no,Sample,YB_IF,OR_YB
pecoe-1048,2023,yes,in dataset,NA,no,no,no,Sample,YB_IF,OR_YB
pecoe-1049,2023,yes,in dataset,NA,no,no,no,Sample,YB_IF,OR_YB
pecoe-1050,2023,yes,in dataset,NA,no,no,no,Sample,YB_IF,OR_YB
pecoe-1051,2023,yes,missing,no fish,NA,no,no,Field blank,JN_FC,AK_JN
pecoe-1052,2023,yes,in dataset,NA,no,no,no,Sample,JN_FC,AK_JN
pecoe-1053,2023,yes,in dataset,NA,no,no,no,Sample,JN_FC,AK_JN
pecoe-1054,2023,yes,in dataset,NA,no,no,no,Sample,JN_FC,AK_JN
pecoe-1055,2023,yes,in dataset,NA,no,no,no,Sample,JN_FC,AK_JN
pecoe-1056,2023,yes,missing,no fish,NA,no,no,Sample,JN_AN,AK_JN
pecoe-1057,2023,yes,in dataset,NA,no,no,no,Sample,JN_AN,AK_JN
pecoe-1058,2023,yes,in dataset,NA,no,no,no,Sample,JN_AN,AK_JN
pecoe-1059,2023,yes,in dataset,NA,no,no,no,Sample,JN_AN,AK_JN
pecoe-1060,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,JN_AN,AK_JN
pecoe-1061,2023,yes,missing,no fish,no,no,no,Field blank,JN_EC,AK_JN
pecoe-1062,2023,yes,in dataset,NA,no,no,no,Sample,JN_EC,AK_JN
pecoe-1063,2023,yes,in dataset,NA,no,no,no,Sample,JN_EC,AK_JN
pecoe-1064,2023,yes,in dataset,NA,no,no,no,Sample,JN_EC,AK_JN
pecoe-1065,2023,yes,in dataset,NA,no,no,no,Sample,JN_EC,AK_JN
pecoe-1066,2023,yes,missing,no fish,NA,no,no,Field blank,JN_SB,AK_JN
pecoe-1067,2023,yes,in dataset,NA,no,no,no,Sample,JN_SB,AK_JN
pecoe-1068,2023,yes,in dataset,NA,no,no,no,Sample,JN_SB,AK_JN
pecoe-1069,2023,yes,in dataset,NA,no,no,no,Sample,JN_SB,AK_JN
pecoe-1070,2023,yes,in dataset,NA,no,no,no,Sample,JN_SB,AK_JN
pecoe-1071,2023,yes,missing,no fish,NA,no,no,Field blank,JN_BC,AK_JN
pecoe-1072,2023,yes,in dataset,NA,no,no,no,Sample,JN_BC,AK_JN
pecoe-1073,2023,yes,in dataset,NA,no,no,no,Sample,JN_BC,AK_JN
pecoe-1074,2023,yes,in dataset,NA,no,no,no,Sample,JN_BC,AK_JN
pecoe-1075,2023,yes,in dataset,NA,no,no,no,Sample,JN_BC,AK_JN
pecoe-1076,2023,yes,missing,no fish,NA,no,no,Field blank,SD_SI,CA_SD
pecoe-1077,2023,yes,in dataset,NA,no,no,no,Sample,SD_SI,CA_SD
pecoe-1078,2023,yes,in dataset,NA,no,no,no,Sample,SD_SI,CA_SD
pecoe-1079,2023,yes,in dataset,NA,no,no,no,Sample,SD_SI,CA_SD
pecoe-1080,2023,yes,in dataset,NA,no,no,no,Sample,SD_SI,CA_SD
pecoe-1081,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,SD_CV,CA_SD
pecoe-1082,2023,yes,in dataset,NA,no,no,no,Sample,SD_CV,CA_SD
pecoe-1083,2023,yes,in dataset,NA,no,no,no,Sample,SD_CV,CA_SD
pecoe-1084,2023,yes,in dataset,NA,no,no,no,Sample,SD_CV,CA_SD
pecoe-1085,2023,yes,in dataset,NA,no,no,no,Sample,SD_CV,CA_SD
pecoe-1086,2023,yes,missing,no fish,NA,no,no,Field blank,SD_Coronado,CA_SD
pecoe-1087,2023,yes,in dataset,NA,no,no,no,Sample,SD_Coronado,CA_SD
pecoe-1088,2023,yes,in dataset,NA,no,no,no,Sample,SD_Coronado,CA_SD
pecoe-1089,2023,yes,in dataset,NA,no,no,no,Sample,SD_Coronado,CA_SD
pecoe-1090,2023,yes,in dataset,NA,no,no,no,Sample,SD_Coronado,CA_SD
pecoe-1091,2023,yes,missing,no fish,NA,no,no,Field blank,SD_FI,CA_SD
pecoe-1092,2023,yes,in dataset,NA,no,no,no,Sample,SD_FI,CA_SD
pecoe-1093,2023,yes,in dataset,NA,no,no,no,Sample,SD_FI,CA_SD
pecoe-1094,2023,yes,in dataset,NA,no,no,no,Sample,SD_FI,CA_SD
pecoe-1095,2023,yes,in dataset,NA,no,no,no,Sample,SD_FI,CA_SD
pecoe-1101,2023,yes,missing,no fish,NA,no,no,Sample,CC_CHP,BC_CC
pecoe-1102,2023,yes,missing,no fish,no,no,no,Sample,CC_CHP,BC_CC
pecoe-1103,2023,yes,missing,no fish,NA,no,no,Sample,CC_CHP,BC_CC
pecoe-1104,2023,yes,missing,no fish,NA,no,no,Sample,CC_CHP,BC_CC
pecoe-1105,2023,yes,missing,no fish,NA,no,no,Field blank,CC_CHP,BC_CC
pecoe-1106,2023,yes,in dataset,NA,no,no,no,Field blank,CC_PBA,BC_CC
pecoe-1107,2023,yes,in dataset,NA,no,no,no,Sample,CC_PBA,BC_CC
pecoe-1108,2023,yes,in dataset,NA,no,no,no,Sample,CC_PBA,BC_CC
pecoe-1109,2023,yes,in dataset,NA,no,no,no,Sample,CC_PBA,BC_CC
pecoe-1110,2023,yes,in dataset,NA,no,no,no,Sample,CC_PBA,BC_CC
pecoe-1111,2023,yes,in dataset,NA,no,no,no,Sample,CC_FAN3,BC_CC
pecoe-1112,2023,yes,in dataset,NA,no,no,no,Sample,CC_FAN3,BC_CC
pecoe-1113,2023,yes,missing,dropped during sequencing,NA,no,no,Sample,CC_FAN3,BC_CC
pecoe-1114,2023,yes,in dataset,NA,no,no,no,Sample,CC_FAN3,BC_CC
pecoe-1115,2023,yes,missing,no fish,< 100,no,no,Field blank,CC_FAN3,BC_CC
pecoe-1116,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,CC_GOG1,BC_CC
pecoe-1117,2023,yes,in dataset,NA,no,no,no,Sample,CC_GOG1,BC_CC
pecoe-1118,2023,yes,in dataset,NA,no,no,no,Sample,CC_GOG1,BC_CC
pecoe-1119,2023,yes,in dataset,NA,no,no,no,Sample,CC_GOG1,BC_CC
pecoe-1120,2023,yes,in dataset,NA,no,no,no,Sample,CC_GOG1,BC_CC
pecoe-1121,2023,yes,missing,no fish,< 5,no,no,Field blank,CC_KIS1,BC_CC
pecoe-1122,2023,yes,in dataset,NA,no,no,no,Sample,CC_KIS1,BC_CC
pecoe-1123,2023,yes,in dataset,NA,no,no,no,Sample,CC_KIS1,BC_CC
pecoe-1124,2023,yes,in dataset,NA,no,no,no,Sample,CC_KIS1,BC_CC
pecoe-1125,2023,yes,in dataset,NA,no,no,no,Sample,CC_KIS1,BC_CC
pecoe-1126,2023,yes,missing,no fish,< 5,no,no,Field blank,WB_PA,WA_WB
pecoe-1127,2023,yes,in dataset,NA,no,no,no,Sample,WB_PA,WA_WB
pecoe-1128,2023,yes,in dataset,NA,no,no,no,Sample,WB_PA,WA_WB
pecoe-1129,2023,yes,in dataset,NA,no,no,no,Sample,WB_PA,WA_WB
pecoe-1130,2023,yes,in dataset,NA,no,no,no,Sample,WB_PA,WA_WB
pecoe-1131,2023,yes,missing,no fish,NA,no,no,Field blank,WB_DP,WA_WB
pecoe-1132,2023,yes,in dataset,NA,no,no,no,Sample,WB_DP,WA_WB
pecoe-1133,2023,yes,in dataset,NA,no,no,no,Sample,WB_DP,WA_WB
pecoe-1134,2023,yes,in dataset,NA,no,no,no,Sample,WB_DP,WA_WB
pecoe-1135,2023,yes,in dataset,NA,no,no,no,Sample,WB_DP,WA_WB
pecoe-1136,2023,yes,in dataset,NA,no,no,no,Field blank,WB_SB,WA_WB
pecoe-1137,2023,yes,in dataset,NA,no,no,no,Sample,WB_SB,WA_WB
pecoe-1138,2023,yes,in dataset,NA,no,no,no,Sample,WB_SB,WA_WB
pecoe-1139,2023,yes,in dataset,NA,no,no,no,Sample,WB_SB,WA_WB
pecoe-1140,2023,yes,in dataset,NA,no,no,no,Sample,WB_SB,WA_WB
pecoe-1141,2023,yes,missing,no fish,< 25,no,no,Field blank,WB_WR,WA_WB
pecoe-1142,2023,yes,in dataset,NA,no,no,no,Sample,WB_WR,WA_WB
pecoe-1143,2023,yes,in dataset,NA,no,no,no,Sample,WB_WR,WA_WB
pecoe-1144,2023,yes,in dataset,NA,no,no,no,Sample,WB_WR,WA_WB
pecoe-1145,2023,yes,in dataset,NA,no,no,no,Sample,WB_WR,WA_WB
pecoe-1146,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,WB_BC,WA_WB
pecoe-1147,2023,yes,in dataset,NA,no,no,no,Sample,WB_BC,WA_WB
pecoe-1148,2023,yes,in dataset,NA,no,no,no,Sample,WB_BC,WA_WB
pecoe-1149,2023,yes,in dataset,NA,no,no,no,Sample,WB_BC,WA_WB
pecoe-1150,2023,yes,in dataset,NA,no,no,no,Sample,WB_BC,WA_WB
pecoe-1151,2023,yes,in dataset,NA,< 5,no,no,Field blank,NC_RB,CA_NCb
pecoe-1152,2023,yes,in dataset,NA,no,no,no,Sample,NC_RB,CA_NCb
pecoe-1153,2023,yes,in dataset,NA,no,no,no,Sample,NC_RB,CA_NCb
pecoe-1154,2023,yes,in dataset,NA,no,no,no,Sample,NC_RB,CA_NCb
pecoe-1155,2023,yes,in dataset,NA,no,no,no,Sample,NC_RB,CA_NCb
pecoe-1156,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,NC_PS,CA_NCb
pecoe-1157,2023,yes,in dataset,NA,no,no,no,Sample,NC_PS,CA_NCb
pecoe-1158,2023,yes,missing,no fish,no,no,no,Sample,NC_PS,CA_NCb
pecoe-1159,2023,yes,missing,no fish,no,no,no,Sample,NC_PS,CA_NCb
pecoe-1160,2023,yes,in dataset,NA,no,no,no,Sample,NC_PS,CA_NCb
pecoe-1161,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,NC_PM,CA_NCb
pecoe-1162,2023,yes,in dataset,NA,no,no,no,Sample,NC_PM,CA_NCb
pecoe-1163,2023,yes,in dataset,NA,no,no,no,Sample,NC_PM,CA_NCb
pecoe-1164,2023,yes,in dataset,NA,no,no,no,Sample,NC_PM,CA_NCb
pecoe-1165,2023,yes,in dataset,NA,no,no,no,Sample,NC_PM,CA_NCb
pecoe-1176,2023,yes,missing,no fish,< 5,no,no,Field blank,NC_DE,CA_NCc
pecoe-1177,2023,yes,in dataset,NA,no,no,no,Sample,NC_DE,CA_NCc
pecoe-1178,2023,yes,in dataset,NA,no,no,no,Sample,NC_DE,CA_NCc
pecoe-1179,2023,yes,in dataset,NA,no,no,no,Sample,NC_DE,CA_NCc
pecoe-1180,2023,yes,missing,no fish,NA,no,no,Sample,NC_DE,CA_NCc
pecoe-1201,2023,yes,missing,no fish,NA,no,no,Field blank,MB_CB,CA_MB
pecoe-1202,2023,yes,in dataset,NA,no,no,no,Sample,MB_CB,CA_MB
pecoe-1203,2023,yes,in dataset,NA,no,no,no,Sample,MB_CB,CA_MB
pecoe-1204,2023,yes,in dataset,NA,no,no,no,Sample,MB_CB,CA_MB
pecoe-1205,2023,yes,in dataset,NA,no,no,no,Sample,MB_CB,CA_MB
pecoe-1216,2023,yes,missing,no fish,< 100,no,no,Field blank,LA_LN,CA_LA
pecoe-1217,2023,yes,in dataset,NA,no,no,no,Sample,LA_LN,CA_LA
pecoe-1218,2023,yes,in dataset,NA,no,no,no,Sample,LA_LN,CA_LA
pecoe-1219,2023,yes,in dataset,NA,no,no,no,Sample,LA_LN,CA_LA
pecoe-1220,2023,yes,in dataset,NA,no,no,no,Sample,LA_LN,CA_LA
pecoe-1221,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,NC_NC,CA_NCa
pecoe-1222,2023,yes,in dataset,NA,no,no,no,Sample,NC_NC,CA_NCa
pecoe-1223,2023,yes,in dataset,NA,no,no,no,Sample,NC_NC,CA_NCa
pecoe-1224,2023,yes,in dataset,NA,no,no,no,Sample,NC_NC,CA_NCa
pecoe-1225,2023,yes,missing,no fish,NA,no,no,Sample,NC_NC,CA_NCa
pecoe-1226,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,NC_WP,CA_NCa
pecoe-1227,2023,yes,in dataset,NA,no,no,no,Sample,NC_WP,CA_NCa
pecoe-1228,2023,yes,in dataset,NA,no,no,no,Sample,NC_WP,CA_NCa
pecoe-1229,2023,yes,in dataset,NA,no,no,no,Sample,NC_WP,CA_NCa
pecoe-1230,2023,yes,in dataset,NA,no,no,no,Sample,NC_WP,CA_NCa
pecoe-1239,2023,no,missing,Not sequenced,NA,no,no,Sample,NV_PC,BC_NV
pecoe-1246,2023,yes,missing,no fish,< 25,no,no,Field blank,IC_SHS,BC_IC
pecoe-1247,2023,yes,in dataset,NA,no,no,no,Sample,IC_SHS,BC_IC
pecoe-1248,2023,yes,in dataset,NA,no,no,no,Sample,IC_SHS,BC_IC
pecoe-1249,2023,yes,in dataset,NA,no,no,no,Sample,IC_SHS,BC_IC
pecoe-1250,2023,yes,in dataset,NA,no,no,no,Sample,IC_SHS,BC_IC
pecoe-1251,2023,yes,in dataset,NA,no,no,no,Sample,IC_SMB,BC_IC
pecoe-1252,2023,yes,in dataset,NA,no,no,no,Sample,IC_SMB,BC_IC
pecoe-1253,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,IC_SMB,BC_IC
pecoe-1254,2023,yes,in dataset,NA,no,no,no,Sample,IC_SMB,BC_IC
pecoe-1255,2023,yes,in dataset,NA,no,no,no,Sample,IC_SMB,BC_IC
pecoe-1256,2023,yes,missing,dropped during merge step,< 5,no,no,Field blank,IC_OPB,BC_IC
pecoe-1257,2023,yes,missing,dropped before filterandtrim,NA,no,no,Sample,IC_OPB,BC_IC
pecoe-1258,2023,yes,in dataset,NA,no,no,no,Sample,IC_OPB,BC_IC
pecoe-1259,2023,yes,in dataset,NA,no,no,no,Sample,IC_OPB,BC_IC
pecoe-1260,2023,yes,in dataset,NA,no,no,no,Sample,IC_OPB,BC_IC
pecoe-1261,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,IC_MAB,BC_IC
pecoe-1262,2023,yes,in dataset,NA,no,no,no,Sample,IC_MAB,BC_IC
pecoe-1263,2023,yes,in dataset,NA,no,no,no,Sample,IC_MAB,BC_IC
pecoe-1264,2023,yes,in dataset,NA,no,no,no,Sample,IC_MAB,BC_IC
pecoe-1265,2023,yes,in dataset,NA,no,no,no,Sample,IC_MAB,BC_IC
pecoe-1266,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,IC_GOW,BC_IC
pecoe-1267,2023,yes,in dataset,NA,no,no,no,Sample,IC_GOW,BC_IC
pecoe-1268,2023,yes,in dataset,NA,no,no,no,Sample,IC_GOW,BC_IC
pecoe-1269,2023,yes,in dataset,NA,no,no,no,Sample,IC_GOW,BC_IC
pecoe-1270,2023,yes,in dataset,NA,no,no,no,Sample,IC_GOW,BC_IC
pecoe-1271,2023,yes,in dataset,NA,no,no,no,Sample,NV_KC,BC_NV
pecoe-1272,2023,yes,in dataset,NA,no,no,no,Sample,NV_KC,BC_NV
pecoe-1273,2023,yes,in dataset,NA,no,no,no,Sample,NV_KC,BC_NV
pecoe-1274,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,NV_KC,BC_NV
pecoe-1275,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,NV_PC,BC_NV
pecoe-1276,2023,yes,in dataset,NA,no,no,no,Sample,NV_JL,BC_NV
pecoe-1277,2023,yes,in dataset,NA,no,no,no,Sample,NV_JL,BC_NV
pecoe-1278,2023,yes,in dataset,NA,no,no,no,Sample,NV_JL,BC_NV
pecoe-1279,2023,yes,in dataset,NA,no,no,no,Sample,NV_JL,BC_NV
pecoe-1280,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,NV_JL,BC_NV
pecoe-1281,2023,yes,in dataset,NA,no,no,no,Sample,NV_BI,BC_NV
pecoe-1282,2023,yes,in dataset,NA,no,no,no,Sample,NV_BI,BC_NV
pecoe-1283,2023,yes,in dataset,NA,no,no,no,Sample,NV_BI,BC_NV
pecoe-1284,2023,yes,in dataset,NA,no,no,no,Sample,NV_BI,BC_NV
pecoe-1285,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,NV_BI,BC_NV
pecoe-1286,2023,yes,in dataset,NA,no,no,no,Sample,NV_KI,BC_NV
pecoe-1287,2023,yes,in dataset,NA,no,no,no,Sample,NV_KI,BC_NV
pecoe-1288,2023,yes,in dataset,NA,no,no,no,Sample,NV_KI,BC_NV
pecoe-1289,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,NV_KI,BC_NV
pecoe-1290,2023,yes,in dataset,NA,no,no,no,Sample,NV_KI,BC_NV
pecoe-1291,2023,yes,in dataset,NA,no,no,no,Sample,NV_PC,BC_NV
pecoe-1292,2023,yes,in dataset,NA,no,no,no,Sample,NV_PC,BC_NV
pecoe-1293,2023,yes,in dataset,NA,no,no,no,Sample,NV_PC,BC_NV
pecoe-1294,2023,yes,in dataset,NA,no,no,no,Sample,NV_PC,BC_NV
pecoe-1295,2023,yes,in dataset,NA,no,no,no,Sample,NV_KC,BC_NV
pecoe-1316,2023,yes,in dataset,NA,no,no,no,Sample,HB_SR,CA_HB
pecoe-1317,2023,yes,in dataset,NA,no,no,no,Sample,HB_SR,CA_HB
pecoe-1318,2023,yes,in dataset,NA,no,no,no,Sample,HB_SR,CA_HB
pecoe-1319,2023,yes,in dataset,NA,no,no,no,Sample,HB_SR,CA_HB
pecoe-1320,2023,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,HB_SR,CA_HB
pecoe-1341,2024,yes,missing,dropped before filterandtrim,NA,no,no,Field blank,HG_BH,BC_HGa
pecoe-1342,2024,yes,in dataset,NA,no,no,no,Sample,HG_BH,BC_HGa
pecoe-1343,2024,yes,in dataset,NA,no,no,no,Sample,HG_BH,BC_HGa
pecoe-1344,2024,yes,in dataset,NA,no,no,no,Sample,HG_BH,BC_HGa
pecoe-1345,2024,yes,in dataset,NA,no,no,no,Sample,HG_BH,BC_HGa
