sample_name,motu,reads_adjust_sample,motu_pa,found_taxa_motu,common_name_motu,rank_motu,location,macroveg_group,macroveg_community,pcr_rep,reads_raw_sample,asv,raw_reads,sample_id,site,date,year,depth,spatial_rep,geo_location_name,experiment,temperature_c_surface,salinity_ppt_surface,p_h_surface,temperature_c_bottom,salinity_ppt_bottom,p_h_bottom,bottom_depth_m,lat,long,substrate,freshwater_input,beach_length,exposure,seed_asv,ctrl_mean,reads_adjust,found_taxa_asv,common_name_asv,rank_asv,kingdom,phylum,class,order,family,genus,freshwater_only
edna0151,motu14,1728,1,Oncorhynchus tshawytscha,Chinook salmon,species,choked grid,seagrass,zostera,rep1,1728,ASV697,114,edna0151-rep1,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV15,0,114,Oncorhynchus tshawytscha,Chinook salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0151,motu1,16034,1,Clupea pallasii,Pacific herring,species,choked grid,seagrass,zostera,rep2,17064,ASV1,4217,edna0151-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV1,0,4217,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0151,motu2,2174,1,Cymatogaster aggregata,Shiner perch,species,choked grid,seagrass,zostera,rep2,2174,ASV2,943,edna0151-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV2,0,943,Cymatogaster aggregata,Shiner perch,species,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
edna0151,motu3,3238,1,Ammodytes personatus,Pacific sandlance,species,choked grid,seagrass,zostera,rep2,3240,ASV3,883,edna0151-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV3,2,881,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0151,motu4,2817,1,Sebastes,Rockfish species,genus,choked grid,seagrass,zostera,rep2,2817,ASV4,911,edna0151-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV4,0,911,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0151,motu9,5468,1,Oncorhynchus kisutch,Coho salmon,species,choked grid,seagrass,zostera,rep2,5468,ASV9,2459,edna0151-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV9,0,2459,Oncorhynchus kisutch,Coho salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0151,motu14,1728,1,Oncorhynchus tshawytscha,Chinook salmon,species,choked grid,seagrass,zostera,rep2,1728,ASV15,652,edna0151-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV15,0,652,Oncorhynchus tshawytscha,Chinook salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0151,motu17,615,1,Hexagrammos,Greenling species,genus,choked grid,seagrass,zostera,rep2,615,ASV19,615,edna0151-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV19,0,615,Hexagrammos,Greenling species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0
edna0151,motu23,1097,1,Scorpaenichthys marmoratus,Cabezon,species,choked grid,seagrass,zostera,rep2,1097,ASV25,1097,edna0151-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV25,0,1097,Scorpaenichthys marmoratus,Cabezon,species,Eukaryota,Chordata,Teleostei,Perciformes,Jordaniidae,Scorpaenichthys,0
edna0151,motu1,16034,1,Clupea pallasii,Pacific herring,species,choked grid,seagrass,zostera,rep2,17064,ASV80,587,edna0151-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV1,0,587,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0151,motu3,3238,1,Ammodytes personatus,Pacific sandlance,species,choked grid,seagrass,zostera,rep2,3240,ASV198,809,edna0151-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV3,0,809,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0151,motu3,3238,1,Ammodytes personatus,Pacific sandlance,species,choked grid,seagrass,zostera,rep2,3240,ASV308,496,edna0151-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV3,0,496,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0151,motu1,16034,1,Clupea pallasii,Pacific herring,species,choked grid,seagrass,zostera,rep3,17064,ASV1,9148,edna0151-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV1,0,9148,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0151,motu2,2174,1,Cymatogaster aggregata,Shiner perch,species,choked grid,seagrass,zostera,rep3,2174,ASV2,1231,edna0151-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV2,0,1231,Cymatogaster aggregata,Shiner perch,species,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
edna0151,motu3,3238,1,Ammodytes personatus,Pacific sandlance,species,choked grid,seagrass,zostera,rep3,3240,ASV3,814,edna0151-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV3,0,814,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0151,motu4,2817,1,Sebastes,Rockfish species,genus,choked grid,seagrass,zostera,rep3,2817,ASV4,1453,edna0151-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV4,0,1453,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0151,motu6,943,1,Hexagrammos decagrammus,Kelp greenling,species,choked grid,seagrass,zostera,rep3,1010,ASV6,555,edna0151-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV6,0,555,Hexagrammos decagrammus,Kelp greenling,species,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0
edna0151,motu9,5468,1,Oncorhynchus kisutch,Coho salmon,species,choked grid,seagrass,zostera,rep3,5468,ASV9,1762,edna0151-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV9,0,1762,Oncorhynchus kisutch,Coho salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0151,motu30,3060,1,Hippoglossus stenolepis,Pacific halibut,species,choked grid,seagrass,zostera,rep3,3060,ASV34,3060,edna0151-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV34,0,3060,Hippoglossus stenolepis,Pacific halibut,species,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,0
edna0151,motu39,1070,1,Jordania zonope,Longfin sculpin,species,choked grid,seagrass,zostera,rep3,1070,ASV44,1070,edna0151-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV44,0,1070,Jordania zonope,Longfin sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Jordaniidae,Jordania,0
edna0151,motu14,1728,1,Oncorhynchus tshawytscha,Chinook salmon,species,choked grid,seagrass,zostera,rep3,1728,ASV74,582,edna0151-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV15,0,582,Oncorhynchus tshawytscha,Chinook salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0151,motu1,16034,1,Clupea pallasii,Pacific herring,species,choked grid,seagrass,zostera,rep3,17064,ASV564,203,edna0151-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV1,0,203,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0151,motu218,82,1,Hippoglossus stenolepis,Pacific halibut,species,choked grid,seagrass,zostera,rep3,82,ASV668,82,edna0151-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,4,choked_grid_b1,grid,NA,NA,NA,NA,NA,NA,6.9,51.67473646,-128.1202236,sand,NA,NA,NA,ASV668,0,82,Hippoglossus stenolepis,Pacific halibut,species,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,Hippoglossus,0
edna0152,motu1,32511,1,Clupea pallasii,Pacific herring,species,choked grid,seagrass,zostera,rep1,33541,ASV1,8711,edna0152-rep1,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV1,1030,7681,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0152,motu3,4887,1,Ammodytes personatus,Pacific sandlance,species,choked grid,seagrass,zostera,rep1,4889,ASV3,2291,edna0152-rep1,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV3,0,2291,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0152,motu4,3913,1,Sebastes,Rockfish species,genus,choked grid,seagrass,zostera,rep1,3913,ASV4,1752,edna0152-rep1,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV4,0,1752,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0152,motu6,241,1,Hexagrammos decagrammus,Kelp greenling,species,choked grid,seagrass,zostera,rep1,308,ASV6,308,edna0152-rep1,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV6,67,241,Hexagrammos decagrammus,Kelp greenling,species,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0
edna0152,motu7,320,1,Leptocottus armatus,Pacific staghorn sculpin,species,choked grid,seagrass,zostera,rep1,775,ASV7,775,edna0152-rep1,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV7,455,320,Leptocottus armatus,Pacific staghorn sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Leptocottus,0
edna0152,motu9,3036,1,Oncorhynchus kisutch,Coho salmon,species,choked grid,seagrass,zostera,rep1,3036,ASV9,2039,edna0152-rep1,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV9,0,2039,Oncorhynchus kisutch,Coho salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0152,motu15,2748,1,Sebastes,Rockfish species,genus,choked grid,seagrass,zostera,rep1,2748,ASV16,425,edna0152-rep1,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV16,0,425,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0152,motu29,711,1,Anarrhichthys ocellatus,Wolf eel,species,choked grid,seagrass,zostera,rep1,711,ASV32,531,edna0152-rep1,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV32,0,531,Anarrhichthys ocellatus,Wolf eel,species,Eukaryota,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarrhichthys,0
edna0152,motu81,1645,1,Chirolophis,Warbonnet species,genus,choked grid,seagrass,zostera,rep1,1645,ASV112,1645,edna0152-rep1,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV112,0,1645,Chirolophis,Warbonnet species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Chirolophis,0
edna0152,motu29,711,1,Anarrhichthys ocellatus,Wolf eel,species,choked grid,seagrass,zostera,rep1,711,ASV597,180,edna0152-rep1,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV32,0,180,Anarrhichthys ocellatus,Wolf eel,species,Eukaryota,Chordata,Teleostei,Perciformes,Anarhichadidae,Anarrhichthys,0
edna0152,motu1,32511,1,Clupea pallasii,Pacific herring,species,choked grid,seagrass,zostera,rep2,33541,ASV1,5873,edna0152-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV1,0,5873,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0152,motu3,4887,1,Ammodytes personatus,Pacific sandlance,species,choked grid,seagrass,zostera,rep2,4889,ASV3,2598,edna0152-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV3,2,2596,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0152,motu4,3913,1,Sebastes,Rockfish species,genus,choked grid,seagrass,zostera,rep2,3913,ASV4,1012,edna0152-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV4,0,1012,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0152,motu9,3036,1,Oncorhynchus kisutch,Coho salmon,species,choked grid,seagrass,zostera,rep2,3036,ASV9,462,edna0152-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV9,0,462,Oncorhynchus kisutch,Coho salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0152,motu8,2042,1,Pleuronectidae,Flatfish family,family,choked grid,seagrass,zostera,rep2,2042,ASV10,1502,edna0152-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV8,0,1502,Pleuronectidae,Flatfish family,family,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0
edna0152,motu10,836,1,Anoplarchus,Cockscomb species,genus,choked grid,seagrass,zostera,rep2,836,ASV11,836,edna0152-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV11,0,836,Anoplarchus,Cockscomb species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Anoplarchus,0
edna0152,motu12,593,1,Artedius lateralis,Smoothhead sculpin,species,choked grid,seagrass,zostera,rep2,593,ASV13,593,edna0152-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV13,0,593,Artedius lateralis,Smoothhead sculpin,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Artedius,0
edna0152,motu14,2700,1,Oncorhynchus tshawytscha,Chinook salmon,species,choked grid,seagrass,zostera,rep2,2700,ASV15,545,edna0152-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV15,0,545,Oncorhynchus tshawytscha,Chinook salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0152,motu18,455,1,Xiphister,Prickleback species,genus,choked grid,seagrass,zostera,rep2,455,ASV20,455,edna0152-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV20,0,455,Xiphister,Prickleback species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Stichaeidae,Xiphister,0
edna0152,motu25,603,1,Hemilepidotus hemilepidotus,Red Irish lord,species,choked grid,seagrass,zostera,rep2,603,ASV27,603,edna0152-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV27,0,603,Hemilepidotus hemilepidotus,Red Irish lord,species,Eukaryota,Chordata,Teleostei,Perciformes,Cottidae,Hemilepidotus,0
edna0152,motu1,32511,1,Clupea pallasii,Pacific herring,species,choked grid,seagrass,zostera,rep3,33541,ASV1,18957,edna0152-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV1,0,18957,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0152,motu2,1126,1,Cymatogaster aggregata,Shiner perch,species,choked grid,seagrass,zostera,rep3,1126,ASV2,1126,edna0152-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV2,0,1126,Cymatogaster aggregata,Shiner perch,species,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
edna0152,motu4,3913,1,Sebastes,Rockfish species,genus,choked grid,seagrass,zostera,rep3,3913,ASV4,1149,edna0152-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV4,0,1149,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0152,motu9,3036,1,Oncorhynchus kisutch,Coho salmon,species,choked grid,seagrass,zostera,rep3,3036,ASV9,535,edna0152-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV9,0,535,Oncorhynchus kisutch,Coho salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0152,motu14,2700,1,Oncorhynchus tshawytscha,Chinook salmon,species,choked grid,seagrass,zostera,rep3,2700,ASV15,2155,edna0152-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV15,0,2155,Oncorhynchus tshawytscha,Chinook salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0152,motu15,2748,1,Sebastes,Rockfish species,genus,choked grid,seagrass,zostera,rep3,2748,ASV16,2323,edna0152-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV16,0,2323,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0152,motu19,1205,1,Citharichthys stigmaeus,Speckled sanddab,species,choked grid,seagrass,zostera,rep3,1205,ASV21,1205,edna0152-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV21,0,1205,Citharichthys stigmaeus,Speckled sanddab,species,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
edna0152,motu8,2042,1,Pleuronectidae,Flatfish family,family,choked grid,seagrass,zostera,rep3,2042,ASV279,540,edna0152-rep3,2018_choked-grid_surface,2018-08-24,2018,surface,5,choked_grid_b2,grid,12.1,31.15,7.97,10.1,33,7.87,7.8,51.67473313,-128.1197944,sand,NA,NA,NA,ASV8,0,540,Pleuronectidae,Flatfish family,family,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0
edna0153,motu1,18026,1,Clupea pallasii,Pacific herring,species,choked grid,seagrass,zostera,rep2,19056,ASV1,3456,edna0153-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,6,choked_grid_b3,grid,NA,NA,NA,NA,NA,NA,7.6,51.67473646,-128.1193545,sand,NA,NA,NA,ASV1,0,3456,Clupea pallasii,Pacific herring,species,Eukaryota,Chordata,Teleostei,Clupeiformes,Clupeidae,Clupea,0
edna0153,motu2,4003,1,Cymatogaster aggregata,Shiner perch,species,choked grid,seagrass,zostera,rep2,4350,ASV2,1882,edna0153-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,6,choked_grid_b3,grid,NA,NA,NA,NA,NA,NA,7.6,51.67473646,-128.1193545,sand,NA,NA,NA,ASV2,0,1882,Cymatogaster aggregata,Shiner perch,species,Eukaryota,Chordata,Teleostei,Ovalentaria incertae sedis,Embiotocidae,Cymatogaster,0
edna0153,motu3,2856,1,Ammodytes personatus,Pacific sandlance,species,choked grid,seagrass,zostera,rep2,2858,ASV3,2248,edna0153-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,6,choked_grid_b3,grid,NA,NA,NA,NA,NA,NA,7.6,51.67473646,-128.1193545,sand,NA,NA,NA,ASV3,2,2246,Ammodytes personatus,Pacific sandlance,species,Eukaryota,Chordata,Teleostei,Perciformes,Ammodytidae,Ammodytes,0
edna0153,motu6,2969,1,Hexagrammos decagrammus,Kelp greenling,species,choked grid,seagrass,zostera,rep2,2969,ASV6,1814,edna0153-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,6,choked_grid_b3,grid,NA,NA,NA,NA,NA,NA,7.6,51.67473646,-128.1193545,sand,NA,NA,NA,ASV6,0,1814,Hexagrammos decagrammus,Kelp greenling,species,Eukaryota,Chordata,Teleostei,Perciformes,Hexagrammidae,Hexagrammos,0
edna0153,motu9,4105,1,Oncorhynchus kisutch,Coho salmon,species,choked grid,seagrass,zostera,rep2,4105,ASV9,1047,edna0153-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,6,choked_grid_b3,grid,NA,NA,NA,NA,NA,NA,7.6,51.67473646,-128.1193545,sand,NA,NA,NA,ASV9,0,1047,Oncorhynchus kisutch,Coho salmon,species,Eukaryota,Chordata,Teleostei,Salmoniformes,Salmonidae,Oncorhynchus,0
edna0153,motu8,3274,1,Pleuronectidae,Flatfish family,family,choked grid,seagrass,zostera,rep2,3274,ASV10,1201,edna0153-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,6,choked_grid_b3,grid,NA,NA,NA,NA,NA,NA,7.6,51.67473646,-128.1193545,sand,NA,NA,NA,ASV8,0,1201,Pleuronectidae,Flatfish family,family,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Pleuronectidae,NA,0
edna0153,motu15,309,1,Sebastes,Rockfish species,genus,choked grid,seagrass,zostera,rep2,309,ASV16,309,edna0153-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,6,choked_grid_b3,grid,NA,NA,NA,NA,NA,NA,7.6,51.67473646,-128.1193545,sand,NA,NA,NA,ASV16,0,309,Sebastes,Rockfish species,genus,Eukaryota,Chordata,Teleostei,Perciformes,Sebastidae,Sebastes,0
edna0153,motu19,1851,1,Citharichthys stigmaeus,Speckled sanddab,species,choked grid,seagrass,zostera,rep2,1851,ASV28,1136,edna0153-rep2,2018_choked-grid_surface,2018-08-24,2018,surface,6,choked_grid_b3,grid,NA,NA,NA,NA,NA,NA,7.6,51.67473646,-128.1193545,sand,NA,NA,NA,ASV21,0,1136,Citharichthys stigmaeus,Speckled sanddab,species,Eukaryota,Chordata,Teleostei,Pleuronectiformes,Paralichthyidae,Citharichthys,0
