"","found_taxa","hakai_all","mifishlist","ednaasv","npfish"
"8107","Pseudocaranx dentex",0,1,0,0
"8108","Pseudocaranx georgianus",0,1,0,0
"8109","Pseudocarcharias kamoharai",0,1,0,0
"8110","Pseudochaenichthys georgianus",0,1,0,0
"8111","Pseudochalceus lineatus",0,1,0,0
"8112","Pseudocheilinus evanidus",0,1,0,0
"8113","Pseudocheilinus hexataenia",0,1,0,0
"8114","Pseudocheilinus ocellatus",0,1,0,0
"8115","Pseudocheilinus octotaenia",0,1,0,0
"8116","Pseudocheilinus tetrataenia",0,1,0,0
"8117","Pseudochondrostoma duriense",0,1,0,0
"8118","Pseudochondrostoma polylepis",0,1,0,0
"8119","Pseudochondrostoma willkommii",0,1,0,0
"8120","Pseudochromis cyanotaenia",0,1,0,0
"8121","Pseudochromis flavivertex",0,1,0,0
"8122","Pseudochromis fuscus",0,1,0,0
"8123","Pseudochromis jamesi",0,1,0,0
"8124","Pseudochromis luteus",0,1,0,0
"8125","Pseudochromis marshallensis",0,1,0,0
"8126","Pseudochromis tapeinosoma",0,1,0,0
"8127","Pseudocoris aurantiofasciata",0,1,0,0
"8128","Pseudocoris heteroptera",0,1,0,0
"8129","Pseudocoris yamashiroi",0,1,0,0
"8130","Pseudocorynopoma doriae",0,1,0,0
"8131","Pseudocrenilabrus philander",0,1,0,0
"8132","Pseudocurimata boehlkei",0,1,0,0
"8133","Pseudocurimata lineopunctata",0,1,0,0
"8134","Pseudocyttus maculatus",0,1,0,0
"8135","Pseudodax moluccanus",0,1,0,0
"8136","Pseudogastromyzon fangi",0,1,0,0
"8137","Pseudogastromyzon laticeps",0,1,0,0
"8138","Pseudogobio agathonectris",0,1,0,0
"8139","Pseudogobio esocinus",0,1,0,0
"8140","Pseudogobio vaillanti",0,1,0,0
"8141","Pseudogobiopsis lumbantobing",0,1,0,0
"8142","Pseudogobiopsis oligactis",0,1,0,0
"8143","Pseudogobius fulvicaudus",0,1,0,0
"8144","Pseudogobius masago",0,1,0,0
"8145","Pseudogobius melanosticta",0,1,0,0
"8146","Pseudogobius olorum",0,1,0,0
"8147","Pseudogobius poicilosoma",0,1,0,0
"8148","Pseudogobius taijiangensis",0,1,0,0
"8149","Pseudogramma brederi",0,1,0,0
"8150","Pseudogramma gregoryi",0,1,0,0
"8151","Pseudogramma polyacantha",0,1,0,0
"8152","Pseudohemiculter dispar",0,1,0,0
"8153","Pseudohemiculter hainanensis",0,1,0,0
"8154","Pseudohemiodon lamina",0,1,0,0
"8155","Pseudohemiodon laticeps",0,1,0,0
"8156","Pseudojuloides atavai",0,1,0,0
"8157","Pseudojuloides cerasinus",0,1,0,0
"8158","Pseudojuloides crux",0,1,0,0
"8159","Pseudojuloides elongatus",0,1,0,0
"8160","Pseudojuloides paradiseus",0,1,0,0
"8161","Pseudolabrus biserialis",0,1,0,0
"8162","Pseudolabrus eoethinus",0,1,0,0
"8163","Pseudolabrus fuentesi",0,1,0,0
"8164","Pseudolabrus guentheri",0,1,0,0
"8165","Pseudolabrus miles",0,1,0,0
"8166","Pseudolabrus rubicundus",0,1,0,0
"8167","Pseudolabrus sieboldi",0,1,0,0
"8168","Pseudolais pleurotaenia",0,1,0,0
"8169","Pseudolaubuca sinensis",0,1,0,0
"8170","Pseudoliparis swirei",0,1,0,0
"8171","Pseudolithoxus dumus",0,1,0,0
"8172","Pseudolithoxus kelsorum",0,1,0,0
"8173","Pseudolithoxus tigris",0,1,0,0
"8174","Pseudoloricaria laeviuscula",0,1,0,0
"8175","Pseudomugil furcatus",0,1,0,0
"8176","Pseudomugil gertrudae",0,1,0,0
"8177","Pseudomugil mellis",0,1,0,0
"8178","Pseudomugil pellucidus",0,1,0,0
"8179","Pseudomugil reticulatus",0,1,0,0
"8180","Pseudomugil signifer",0,1,0,0
"8181","Pseudomystus leiacanthus",0,1,0,0
"8182","Pseudomystus siamensis",0,1,0,0
"8183","Pseudophallus brasiliensis",0,1,0,0
"8184","Pseudophoxinus egridiri",0,1,0,0
"8185","Pseudophoxinus kervillei",0,1,0,0
"8186","Pseudophycis breviuscula",0,1,0,0
"8187","Pseudophycis palmata",0,1,0,0
"8188","Pseudopimelodus bufonius",0,1,0,0
"8189","Pseudopimelodus charus",0,1,0,0
"8190","Pseudopimelodus mangurus",0,1,0,0
"8191","Pseudoplatystoma corruscans",0,1,0,0
"8192","Pseudoplatystoma fasciatum",0,1,0,0
"8193","Pseudoplatystoma magdaleniatum",0,1,0,0
"8194","Pseudoplatystoma tigrinum",0,1,0,0
"8195","Pseudoplesiops annae",0,1,0,0
"8196","Pseudoplesiops revellei",0,1,0,0
"8197","Pseudoplesiops rosae",0,1,0,0
"8198","Pseudopleuronectes americanus",0,1,0,0
"8199","Pseudopleuronectes herzensteini",0,1,0,0
"8200","Pseudopleuronectes obscurus",0,1,0,0
"8201","Pseudopleuronectes schrenki",0,1,0,0
"8202","Pseudopleuronectes yokohamae",0,1,0,0
"8203","Pseudopoecilia festae",0,1,0,0
"8204","Pseudopoecilia fria",0,1,0,0
"8205","Pseudorasbora elongata",0,1,0,0
"8206","Pseudorasbora parva",0,1,0,0
"8207","Pseudorasbora pugnax",0,1,0,0
"8208","Pseudorasbora pumila",0,1,0,0
"8209","Pseudorhodeus tanago",0,1,0,0
"8210","Pseudorhombus argus",0,1,0,0
"8211","Pseudorhombus arsius",0,1,0,0
"8212","Pseudorhombus cinnamoneus",0,1,0,0
"8213","Pseudorhombus dupliciocellatus",0,1,0,0
"8214","Pseudorhombus elevatus",0,1,0,0
"8215","Pseudorhombus javanicus",0,1,0,0
"8216","Pseudorhombus jenynsii",0,1,0,0
"8217","Pseudorhombus levisquamis",0,1,0,0
"8218","Pseudorhombus malayanus",0,1,0,0
"8219","Pseudorhombus oculocirris",0,1,0,0
"8220","Pseudorhombus oligodon",0,1,0,0
"8221","Pseudorhombus pentophthalmus",0,1,0,0
"8222","Pseudorhombus spinosus",0,1,0,0
"8223","Pseudoscaphirhynchus hermanni",0,1,0,0
"8224","Pseudoscaphirhynchus kaufmanni",0,1,0,0
"8225","Pseudoscopelus obtusifrons",0,1,0,0
"8226","Pseudosimochromis marginatus",0,1,0,0
"8227","Pseudosphromenus cupanus",0,1,0,0
"8228","Pseudosphromenus dayi",0,1,0,0
"8229","Pseudostegophilus nemurus",0,1,0,0
"8230","Pseudotocinclus juquiae",0,1,0,0
"8231","Pseudotocinclus parahybae",0,1,0,0
"8232","Pseudotocinclus tietensis",0,1,0,0
"8233","Pseudotolithus elongatus",0,1,0,0
"8234","Pseudotolithus typus",0,1,0,0
"8235","Pseudotothyris obtusa",0,1,0,0
"8236","Pseudotriacanthus strigilifer",0,1,0,0
"8237","Pseudotriakis microdon",0,1,0,0
"8238","Pseudotrichonotus altivelis",0,1,0,0
"8239","Pseudotropheus crabro",0,1,0,0
"8240","Pseudotropheus williamsi",0,1,0,0
"8241","Pseudoxiphophorus bimaculatus",0,1,0,0
"8242","Pseudoxiphophorus jonesii",0,1,0,0
"8243","Pseudupeneus grandisquamis",0,1,0,0
"8244","Pseudupeneus maculatus",0,1,0,0
"8245","Psilorhynchus ngathanu",0,1,0,0
"8246","Psilorhynchus sucatio",0,1,0,0
"8247","Psilotris kaufmani",0,1,0,0
"8248","Psychrolutes macrocephalus",0,1,0,0
"8249","Psychrolutes paradoxus",0,1,0,1
"8250","Psychrolutes phrictus",0,1,0,0
"8251","Psychrolutes sigalutes",0,1,0,1
"8252","Pteraclis aesticola",0,1,0,0
"8253","Pteragogus aurigarius",0,1,0,0
"8254","Pteragogus flagellifer",0,1,0,0
"8255","Pterapogon kauderni",0,1,0,0
"8256","Ptereleotris carinata",0,1,0,0
"8257","Ptereleotris evides",0,1,0,0
"8258","Ptereleotris hanae",0,1,0,0
"8259","Ptereleotris heteroptera",0,1,0,0
"8260","Ptereleotris microlepis",0,1,0,0
"8261","Ptereleotris zebra",0,1,0,0
"8262","Pterengraulis atherinoides",0,1,0,0
"8263","Pterocaesio chrysozona",0,1,0,0
"8264","Pterocaesio digramma",0,1,0,0
"8265","Pterocaesio marri",0,1,0,0
"8266","Pterocaesio pisang",0,1,0,0
"8267","Pterocaesio tessellata",0,1,0,0
"8268","Pterocaesio tile",0,1,0,0
"8269","Pterocaesio trilineata",0,1,0,0
"8270","Pterochromis congicus",0,1,0,0
"8271","Pterocryptis cochinchinensis",0,1,0,0
"8272","Pterogobius elapoides",0,1,0,0
"8273","Pterogobius virgo",0,1,0,0
"8274","Pterogobius zacalles",0,1,0,0
"8275","Pterogobius zonoleucus",0,1,0,0
"8276","Pterogymnus laniarius",0,1,0,0
"8277","Pterois antennata",0,1,0,0
"8278","Pterois lunulata",0,1,0,0
"8279","Pterois miles",0,1,0,0
"8280","Pterois mombasae",0,1,0,0
"8281","Pterois paucispinula",0,1,0,0
"8282","Pterois radiata",0,1,0,0
"8283","Pterois russelii",0,1,0,0
"8284","Pterois volitans",0,1,0,0
"8285","Pterolebias hoignei",0,1,0,0
"8286","Pterolebias longipinnis",0,1,0,0
"8287","Pterolebias phasianus",0,1,0,0
"8288","Pterolebias zonatus",0,1,0,0
"8289","Pteronotropis hubbsi",0,1,0,0
"8290","Pteronotropis signipinnis",0,1,0,0
"8291","Pterophyllum scalare",0,1,0,0
"8292","Pteroplatytrygon violacea",0,1,0,0
"8293","Pteropsaron evolans",0,1,0,0
"8294","Pterothrissus gissu",0,1,0,0
"8295","Pterotolithus maculatus",0,1,0,0
"8296","Pterygoplichthys disjunctivus",0,1,0,0
"8297","Pterygoplichthys etentaculatus",0,1,0,0
"8298","Pterygoplichthys gibbiceps",0,1,0,0
"8299","Pterygoplichthys joselimaianus",0,1,0,0
"8300","Pterygoplichthys pardalis",0,1,0,0
"8301","Pterygotrigla andertoni",0,1,0,0
"8302","Pterygotrigla hemisticta",0,1,0,0
"8303","Pterygotrigla macrolepidota",0,1,0,0
"8304","Pterygotrigla macrorhynchus",0,1,0,0
"8305","Pterygotrigla multipunctata",0,1,0,0
"8306","Pterygotrigla polyommata",0,1,0,0
"8307","Pterygotrigla ryukyuensis",0,1,0,0
"8308","Ptychocheilus lucius",0,1,0,0
"8309","Ptychocheilus oregonensis",0,1,0,0
"8310","Ptychochromis grandidieri",0,1,0,0
"8311","Ptychochromis inornatus",0,1,0,0
"8312","Ptychochromis insolitus",0,1,0,0
"8313","Ptychochromis loisellei",0,1,0,0
"8314","Pugnaso curtirostris",0,1,0,0
"8315","Pungitius hellenicus",0,1,0,0
"8316","Pungitius laevis",0,1,0,0
"8317","Pungitius platygaster",0,1,0,0
"8318","Pungitius pungitius",0,1,0,0
"8319","Pungitius sinensis",0,1,0,0
"8320","Pungitius tymensis",0,1,0,0
"8321","Pungtungia herzi",0,1,0,0
"8322","Puntigrus tetrazona",0,1,0,0
"8323","Puntioplites falcifer",0,1,0,0
"8324","Puntioplites proctozystron",0,1,0,0
"8325","Puntius brevis",0,1,0,0
"8326","Puntius chola",0,1,0,0
"8327","Puntius mahecola",0,1,0,0
"8328","Puntius masyai",0,1,0,0
"8329","Puntius parrah",0,1,0,0
"8330","Puntius paucimaculatus",0,1,0,0
"8331","Puntius sophore",0,1,0,0
"8332","Puntius terio",0,1,0,0
"8333","Pycnochromis acares",0,1,0,0
"8334","Pycnochromis agilis",0,1,0,0
"8335","Pycnochromis alleni",0,1,0,0
"8336","Pycnochromis amboinensis",0,1,0,0
"8337","Pycnochromis atripes",0,1,0,0
"8338","Pycnochromis delta",0,1,0,0
"8339","Pycnochromis dimidiatus",0,1,0,0
"8340","Pycnochromis fieldi",0,1,0,0
"8341","Pycnochromis iomelas",0,1,0,0
"8342","Pycnochromis leucurus",0,1,0,0
"8343","Pycnochromis lineatus",0,1,0,0
"8344","Pycnochromis margaritifer",0,1,0,0
"8345","Pycnochromis nigrurus",0,1,0,0
"8346","Pycnochromis ovatiformis",0,1,0,0
"8347","Pycnochromis retrofasciatus",0,1,0,0
"8348","Pycnochromis vanderbilti",0,1,0,0
"8349","Pycnocraspedum microlepis",0,1,0,0
"8350","Pygidianops amphioxus",0,1,0,0
"8351","Pygocentrus cariba",0,1,0,0
"8352","Pygocentrus nattereri",0,1,0,0
"8353","Pygocentrus piraya",0,1,0,0
"8354","Pygoplites diacanthus",0,1,0,0
"8355","Pygopristis denticulata",0,1,0,0
"8356","Pylodictis olivaris",0,1,0,0
"8357","Pyramodon punctatus",0,1,0,0
"8358","Pyramodon ventralis",0,1,0,0
"8359","Quietula y-cauda",0,1,0,0
"8360","Quintana atrizona",0,1,0,0
"8361","Rabaulichthys suzukii",0,1,0,0
"8362","Rachovia brevis",0,1,0,0
"8363","Rachovia maculipinnis",0,1,0,0
"8364","Rachovia pyropunctata",0,1,0,0
"8365","Rachoviscus crassiceps",0,1,0,0
"8366","Rachoviscus graciliceps",0,1,0,0
"8367","Rachycentron canadum",0,1,0,0
"8368","Raconda russeliana",0,1,0,0
"8369","Radiicephalus kessinger",0,1,0,0
"8370","Radulinopsis derjavini",0,1,0,0
"8371","Radulinopsis taranetzi",0,1,0,0
"8372","Radulinus asprellus",0,1,0,1
"8373","Raiamas bola",0,1,0,0
"8374","Raiamas guttatus",0,1,0,0
"8375","Raja asterias",0,1,0,0
"8376","Raja brachyura",0,1,0,0
"8377","Raja clavata",0,1,0,0
"8378","Raja maderensis",0,1,0,0
"8379","Raja microocellata",0,1,0,0
"8380","Raja miraletus",0,1,0,0
"8381","Raja montagui",0,1,0,0
"8382","Raja parva",0,1,0,0
"8383","Raja undulata",0,1,0,0
"8384","Rajella bathyphila",0,1,0,0
"8385","Rajella bigelowi",0,1,0,0
"8386","Rajella fyllae",0,1,0,0
"8387","Rajella lintea",0,1,0,0
"8388","Randallichthys filamentosus",0,1,0,0
"8389","Raniceps raninus",0,1,0,0
"8390","Ranzania laevis",0,1,0,0
"8391","Rasbora bankanensis",0,1,0,0
"8392","Rasbora bunguranensis",0,1,0,0
"8393","Rasbora caverii",0,1,0,0
"8394","Rasbora cephalotaenia",0,1,0,0
"8395","Rasbora daniconius",0,1,0,0
"8396","Rasbora dusonensis",0,1,0,0
"8397","Rasbora elegans",0,1,0,0
"8398","Rasbora kalbarensis",0,1,0,0
"8399","Rasbora kalochroma",0,1,0,0
"8400","Rasbora lateristriata",0,1,0,0
"8401","Rasbora ornata",0,1,0,0
"8402","Rasbora paviana",0,1,0,0
"8403","Rasbora rasbora",0,1,0,0
"8404","Rasbora rubrodorsalis",0,1,0,0
"8405","Rasbora tornieri",0,1,0,0
"8406","Rasbora trilineata",0,1,0,0
"8407","Rasbora vulcanus",0,1,0,0
"8408","Rasbora wilpita",0,1,0,0
"8409","Rasboroides vaterifloris",0,1,0,0
"8410","Rastrelliger brachysoma",0,1,0,0
"8411","Rastrelliger faughni",0,1,0,0
"8412","Rastrelliger kanagurta",0,1,0,0
"8413","Rastrinus scutiger",0,1,0,0
"8414","Ratabulus megacephalus",0,1,0,0
"8415","Rathbunella hypoplecta",0,1,0,0
"8416","Ratsirakia legendrei",0,1,0,0
"8417","Redigobius balteatus",0,1,0,0
"8418","Redigobius bikolanus",0,1,0,0
"8419","Redigobius macrostoma",0,1,0,0
"8420","Regalecus glesne",0,1,0,0
"8421","Regalecus russellii",0,1,0,0
"8422","Reinhardtius hippoglossoides",0,1,0,1
"8423","Relictus solitarius",0,1,0,0
"8424","Remora albescens",0,1,0,0
"8425","Remora australis",0,1,0,0
"8426","Remora brachyptera",0,1,0,0
"8427","Remora osteochir",0,1,0,0
"8428","Remora remora",0,1,0,0
"8429","Renova oscari",0,1,0,0
"8430","Repomucenus huguenini",0,1,0,0
"8431","Repomucenus ornatipinnis",0,1,0,0
"8432","Repomucenus virgis",0,1,0,0
"8433","Retropinna semoni",0,1,0,0
"8434","Retropinna tasmanica",0,1,0,0
"8435","Rexea bengalensis",0,1,0,0
"8436","Rexea prometheoides",0,1,0,0
"8437","Rexea solandri",0,1,0,0
"8438","Rhabdamia gracilis",0,1,0,0
"8439","Rhabdamia spilota",0,1,0,0
"8440","Rhabdoblennius nitidus",0,1,0,0
"8441","Rhabdolichops eastwardi",0,1,0,0
"8442","Rhabdosargus globiceps",0,1,0,0
"8443","Rhabdosargus haffara",0,1,0,0
"8444","Rhabdosargus sarba",0,1,0,0
"8445","Rhacochilus toxotes",0,1,0,0
"8446","Rhadinesthes decimus",0,1,0,1
"8447","Rhadinocentrus ornatus",0,1,0,0
"8448","Rhadinoloricaria bahuaja",0,1,0,0
"8449","Rhamdia guatemalensis",0,1,0,0
"8450","Rhamdia jequitinhonha",0,1,0,0
"8451","Rhamdia quelen",0,1,0,0
"8452","Rhamphochromis esox",0,1,0,0
"8453","Rhaphiodon vulpinus",0,1,0,0
"8454","Rheocles alaotrensis",0,1,0,0
"8455","Rheocles derhami",0,1,0,0
"8456","Rheocles lateralis",0,1,0,0
"8457","Rheocles vatosoa",0,1,0,0
"8458","Rheocles wrightae",0,1,0,0
"8459","Rheopresbe kazika",0,1,0,0
"8460","Rhina ancylostomus",0,1,0,0
"8461","Rhincodon typus",0,1,0,0
"8462","Rhinecanthus abyssus",0,1,0,0
"8463","Rhinecanthus aculeatus",0,1,0,0
"8464","Rhinecanthus assasi",0,1,0,0
"8465","Rhinecanthus lunula",0,1,0,0
"8466","Rhinecanthus rectangulus",0,1,0,0
"8467","Rhinecanthus verrucosus",0,1,0,0
"8468","Rhinichthys atratulus",0,1,0,0
"8469","Rhinichthys cataractae",0,1,1,1
"8470","Rhinichthys cobitis",0,1,0,0
"8471","Rhinichthys obtusus",0,1,0,0
"8472","Rhinichthys osculus",0,1,0,0
"8473","Rhinobatos hynnicephalus",0,1,0,0
"8474","Rhinobatos rhinobatos",0,1,0,0
"8475","Rhinobatos sainsburyi",0,1,0,0
"8476","Rhinobatos schlegelii",0,1,0,0
"8477","Rhinobrycon negrensis",0,1,0,0
"8478","Rhinochimaera africana",0,1,0,0
"8479","Rhinochimaera atlantica",0,1,0,0
"8480","Rhinodoras gallagheri",0,1,0,0
"8481","Rhinogobio typus",0,1,0,0
"8482","Rhinogobius biwaensis",0,1,0,0
"8483","Rhinogobius brunneus",0,1,0,0
"8484","Rhinogobius chiengmaiensis",0,1,0,0
"8485","Rhinogobius cliffordpopei",0,1,0,0
"8486","Rhinogobius delicatus",0,1,0,0
"8487","Rhinogobius duospilus",0,1,0,0
"8488","Rhinogobius flumineus",0,1,0,0
"8489","Rhinogobius fluviatilis",0,1,0,0
"8490","Rhinogobius gigas",0,1,0,0
"8491","Rhinogobius kurodai",0,1,0,0
"8492","Rhinogobius leavelli",0,1,0,0
"8493","Rhinogobius maculafasciatus",0,1,0,0
"8494","Rhinogobius mizunoi",0,1,0,0
"8495","Rhinogobius nagoyae",0,1,0,0
"8496","Rhinogobius ogasawaraensis",0,1,0,0
"8497","Rhinogobius rubromaculatus",0,1,0,0
"8498","Rhinogobius similis",0,1,0,0
"8499","Rhinogobius szechuanensis",0,1,0,0
"8500","Rhinogobius telma",0,1,0,0
"8501","Rhinogobius tyoni",0,1,0,0
"8502","Rhinogobius yaima",0,1,0,0
"8503","Rhinogobius yonezawai",0,1,0,0
"8504","Rhinogobius zhoui",0,1,0,0
"8505","Rhinoliparis attenuatus",0,1,0,0
"8506","Rhinoliparis barbulifer",0,1,0,1
"8507","Rhinomuraena quaesita",0,1,0,0
"8508","Rhinopias eschmeyeri",0,1,0,0
"8509","Rhinopias frondosa",0,1,0,0
"8510","Rhinoptera bonasus",0,1,0,0
"8511","Rhinoptera brasiliensis",0,1,0,0
"8512","Rhinoptera javanica",0,1,0,0
"8513","Rhinoptera marginata",0,1,0,0
"8514","Rhinoptera steindachneri",0,1,0,0
"8515","Rhinoraja kujiensis",0,1,0,0
"8516","Rhinoraja longicauda",0,1,0,0
"8517","Rhinosardinia amazonica",0,1,0,0
"8518","Rhizoprionodon acutus",0,1,0,0
"8519","Rhizoprionodon lalandii",0,1,0,0
"8520","Rhizoprionodon longurio",0,1,0,0
"8521","Rhizoprionodon oligolinx",0,1,0,0
"8522","Rhizoprionodon porosus",0,1,0,0
"8523","Rhizoprionodon terraenovae",0,1,0,0
"8524","Rhoadsia altipinna",0,1,0,0
"8525","Rhoadsia minor",0,1,0,0
"8526","Rhodeus amarus",0,1,0,0
"8527","Rhodeus atremius",0,1,0,0
"8528","Rhodeus fangi",0,1,0,0
"8529","Rhodeus lighti",0,1,0,0
"8530","Rhodeus notatus",0,1,0,0
"8531","Rhodeus ocellatus",0,1,0,0
"8532","Rhodeus pseudosericeus",0,1,0,0
"8533","Rhodeus sericeus",0,1,0,0
"8534","Rhodeus sinensis",0,1,0,0
"8535","Rhodeus spinalis",0,1,0,0
"8536","Rhodeus uyekii",0,1,0,0
"8537","Rhodichthys regina",0,1,0,0
"8538","Rhodymenichthys dolichogaster",0,1,0,0
"8539","Rhomboplites aurorubens",0,1,0,0
"8540","Rhombosolea leporina",0,1,0,0
"8541","Rhombosolea retiaria",0,1,0,0
"8542","Rhombosolea tapirina",0,1,0,0
"8543","Rhonciscus crocro",0,1,0,0
"8544","Rhyacichthys aspro",0,1,0,0
"8545","Rhycherus filamentosus",0,1,0,0
"8546","Rhynchobatus australiae",0,1,0,0
"8547","Rhynchobatus djiddensis",0,1,0,0
"8548","Rhynchoconger ectenurus",0,1,0,0
"8549","Rhynchoconger flavus",0,1,0,0
"8550","Rhynchocypris czekanowskii",0,1,0,0
"8551","Rhynchocypris lagowskii",0,1,0,0
"8552","Rhynchocypris oxycephala",0,1,0,0
"8553","Rhynchocypris percnura",0,1,0,0
"8554","Rhynchocypris steindachneri",0,1,0,0
"8555","Rhynchohyalus natalensis",0,1,0,0
"8556","Rhynchopelates oxyrhynchus",0,1,0,0
"8557","Rhynchostracion nasus",0,1,0,0
"8558","Ribeiroclinus eigenmanni",0,1,0,0
"8559","Richardsonichthys leucogaster",0,1,0,0
"8560","Richardsonius balteatus",0,1,0,0
"8561","Richardsonius egregius",0,1,0,0
"8562","Ricuzenius pinetorum",0,1,0,0
"8563","Rineloricaria aequalicuspis",0,1,0,0
"8564","Rineloricaria altipinnis",0,1,0,0
"8565","Rineloricaria cadeae",0,1,0,0
"8566","Rineloricaria catamarcensis",0,1,0,0
"8567","Rineloricaria eigenmanni",0,1,0,0
"8568","Rineloricaria fallax",0,1,0,0
"8569","Rineloricaria formosa",0,1,0,0
"8570","Rineloricaria heteroptera",0,1,0,0
"8571","Rineloricaria hoehnei",0,1,0,0
"8572","Rineloricaria jaraguensis",0,1,0,0
"8573","Rineloricaria kronei",0,1,0,0
"8574","Rineloricaria lanceolata",0,1,0,0
"8575","Rineloricaria langei",0,1,0,0
"8576","Rineloricaria latirostris",0,1,0,0
"8577","Rineloricaria longicauda",0,1,0,0
"8578","Rineloricaria magdalenae",0,1,0,0
"8579","Rineloricaria melini",0,1,0,0
"8580","Rineloricaria microlepidogaster",0,1,0,0
"8581","Rineloricaria misionera",0,1,0,0
"8582","Rineloricaria morrowi",0,1,0,0
"8583","Rineloricaria parva",0,1,0,0
"8584","Rineloricaria pentamaculata",0,1,0,0
"8585","Rineloricaria phoxocephala",0,1,0,0
"8586","Rineloricaria platyura",0,1,0,0
"8587","Rineloricaria quadrensis",0,1,0,0
"8588","Rineloricaria sneiderni",0,1,0,0
"8589","Rineloricaria stewarti",0,1,0,0
"8590","Rineloricaria strigilata",0,1,0,0
"8591","Rineloricaria teffeana",0,1,0,0
"8592","Rinoctes nasutus",0,1,0,0
"8593","Risor ruber",0,1,0,0
"8594","Rita rita",0,1,0,0
"8595","Rita sacerdotum",0,1,0,0
"8596","Rivulus cylindraceus",0,1,0,0
"8597","Rivulus roloffi",0,1,0,0
"8598","Roa modesta",0,1,0,0
"8599","Rocio gemmata",0,1,0,0
"8600","Rocio octofasciata",0,1,0,0
"8601","Roeboides dayi",0,1,0,0
"8602","Roeboides descalvadensis",0,1,0,0
"8603","Roeboides xenodon",0,1,0,0
"8604","Rogadius asper",0,1,0,0
"8605","Rogadius pristiger",0,1,0,0
"8606","Rogadius serratus",0,1,0,0
"8607","Rohtee ogilbii",0,1,0,0
"8608","Romanichthys valsanicola",0,1,0,0
"8609","Romanogobio albipinnatus",0,1,0,0
"8610","Romanogobio kesslerii",0,1,0,0
"8611","Romanogobio tanaiticus",0,1,0,0
"8612","Romanogobio tenuicorpus",0,1,0,0
"8613","Roncador stearnsii",0,1,0,0
"8614","Rondeletia loricata",0,1,0,0
"8615","Ronquilus jordani",0,1,1,1
"8616","Rosenblattichthys alatus",0,1,0,0
"8617","Rosenblattichthys volucris",0,1,0,0
"8618","Rostroraja alba",0,1,0,0
"8619","Rostroraja eglanteria",0,1,0,0
"8620","Rostroraja texana",0,1,0,0
"8621","Rouleina attrita",0,1,0,0
"8622","Rouleina maderensis",0,1,0,0
"8623","Rudarius ercodes",0,1,0,0
"8624","Ruscarius creaseri",0,1,0,0
"8625","Rutilus meidingeri",0,1,0,0
"8626","Rutilus pigus",0,1,0,0
"8627","Rutilus rutilus",0,1,0,0
"8628","Ruvettus pretiosus",0,1,0,0
"8629","Rypticus bicolor",0,1,0,0
"8630","Rypticus nigripinnis",0,1,0,0
"8631","Rypticus saponaceus",0,1,0,0
"8632","Ryukyupercis gushikeni",0,1,0,0
"8633","Sabanejewia aurata",0,1,0,0
"8634","Sabanejewia balcanica",0,1,0,0
"8635","Saccoderma hastata",0,1,0,0
"8636","Saccodon dariensis",0,1,0,0
"8637","Saccodon wagneri",0,1,0,0
"8638","Saccopharynx ampullaceus",0,1,0,0
"8639","Sacura margaritacea",0,1,0,0
"8640","Sagamia geneionema",0,1,0,0
"8641","Sagamichthys abei",0,1,0,1
"8642","Salangichthys microdon",0,1,0,0
"8643","Salanx ariakensis",0,1,0,0
"8644","Salanx chinensis",0,1,0,0
"8645","Salanx cuvieri",0,1,0,0
"8646","Salaria basilisca",0,1,0,0
"8647","Salaria economidisi",0,1,0,0
"8648","Salaria pavo",0,1,0,0
"8649","Salarias ceramensis",0,1,0,0
"8650","Salarias fasciatus",0,1,0,0
"8651","Salarias guttatus",0,1,0,0
"8652","Salarias luctuosus",0,1,0,0
"8653","Salarias ramosus",0,1,0,0
"8654","Salarias segmentatus",0,1,0,0
"8655","Salarias sinuosus",0,1,0,0
"8656","Salminus brasiliensis",0,1,0,0
"8657","Salmo carpio",0,1,0,0
"8658","Salmo caspius",0,1,0,0
"8659","Salmo cenerinus",0,1,0,0
"8660","Salmo ischchan",0,1,0,0
"8661","Salmo labrax",0,1,0,0
"8662","Salmo macrostigma",0,1,0,0
"8663","Salmo marmoratus",0,1,0,0
"8664","Salmo rhodanensis",0,1,0,0
"8665","Salmo salar",0,1,1,1
"8666","Salmo trutta",0,1,0,1
"8667","Salmostoma boopis",0,1,0,0
"8668","Salmostoma novacula",0,1,0,0
"8669","Salmostoma phulo",0,1,0,0
"8670","Salmostoma sardinella",0,1,0,0
"8671","Salmostoma sladoni",0,1,0,0
"8672","Saloptia powelli",0,1,0,0
"8673","Salvelinus alpinus",0,1,0,1
"8674","Salvelinus confluentus",0,1,0,1
"8675","Salvelinus curilus",0,1,0,0
"8676","Salvelinus fontinalis",0,1,0,1
"8677","Salvelinus leucomaenis",0,1,0,0
"8678","Salvelinus namaycush",0,1,0,0
"8679","Salvelinus profundus",0,1,0,0
"8680","Salvelinus umbla",0,1,0,0
"8681","Samaris cristatus",0,1,0,0
"8682","Samariscus japonicus",0,1,0,0
"8683","Samariscus latus",0,1,0,0
"8684","Samariscus triocellatus",0,1,0,0
"8685","Samariscus xenicus",0,1,0,0
"8686","Sandelia bainsii",0,1,0,0
"8687","Sandelia capensis",0,1,0,0
"8688","Sander canadensis",0,1,0,0
"8689","Sander lucioperca",0,1,0,0
"8690","Sander vitreus",0,1,0,0
"8691","Sander volgensis",0,1,0,0
