seagrass_yes,seagrass_maybe,found_taxa,species,f_bname,comments,ana_cat,depth_range_shallow,depth_range_deep,tide_pools,littoral_zone,sub_littoral,intertidal,oceanic,estuaries,lagoons,stream,lakes,soft_bottom,hard_bottom,sand,silt,mud,sea_grass_beds,macrophyte,coral_reefs,vegetation,boat_hulls,pilings,crevices,burrows,add_rems,habitats_ref,special_habitat_ref,habitat_vegetation,habitat_substrate,habitat_features,ana_cat_lit,el_nino_north,introduced,source,notes,comment_eelgrass
NA,x,Roncador stearnsii,Roncador stearnsii,Spotfin croaker,"Occur in sandy shores and bays, mostly in shallow surf zones, but also to 15 m depth.  Often found near rocks and entrances to bays.  Usually form small groups, but aggregate for spawning.  Pelagic spawners (Ref. 56049).  Feed on invertebrates, such as marine worms, clams, crabs and small crustaceans.",NA,1,22,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Occurs in sandy shores and bays, mostly in shallow surf zones, but also to 15 m depth. Often found near rocks and entrances to bays. Usually forms small groups, but aggregates for spawning. Feeds on invertebrates, such as marine worms, clams, crabs and small crustaceans.",2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,x,Umbrina roncador,Umbrina roncador,Yellowfin drum,"Found in shallow sandy areas, often in surf zones, bays and tidal sloughs.  Feed on fishes, crustaceans, marine worms and bivalves (Ref. 9118)  Often caught by surf fishers.  Pelagic spawners (Ref. 56049).",NA,10,60,0,0,0,-1,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Found in shallow sandy areas, often in surf zones, bays and tidal sloughs. Feeds on fishes, crustaceans, marine worms and bivalves.",2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,x,Gobio gobio,Gobio gobio,Gudgeon,"Occurs in nearly all types of riverine and lacustrine habitats with sand bottom.  Found in small mountain streams, large lowland rivers and large lakes (Ref. 59043). Inhabits fast flowing rivers with sand or gravel bottom but may also occur in still waters.  Forms schools.  Feeds on insect larvae, mollusks, and crustaceans.  Normally active during the day but if they are disturbed, in particular, by predators, they can defer their activity to periods when light intensity is weak.  Capable of emitting squeaking sounds.  These vocalizations, which is a means by which fish communicate with each other, vary with the degree of activity and the temperature and are independent of the season of reproduction (Ref. 30578).  Breeds in shallow water over stones, sand or plant material.  Eggs are released above substrate and drift with current, sinking to bottom and sticking to substrate. Larvae and juveniles occur on the bottom and prefer detritus-rich sandy habitats and low current (Ref. 59043).",potamodromous,NA,NA,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Inhabits fast flowing rivers with sand or gravel bottom but may also occur in still waters.  Forms schools.  Feeds on insect larvae, mollusks, and crustaceans.  Normally active during the day but if they are disturbed, in particular, by predators, they can defer their activity to periods when light intensity is weak.  Capable of emitting squeaking sounds.  These vocalizations, which is a means by which fish communicate with each other, vary with the degree of activity and the temperature and are independent of the season of reproduction (Ref. 30578).",12053,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
x,NA,Rimicola muscarum,Rimicola muscarum,Kelp clingfish,Clings to strands of kelp (often high in kelp canopy) or eelgrass with its disk; moves to seek food or cover.  Rarely found in tide pools.,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Eelgrass,NA,NA,NA,NA,NA,Lamb & Edgell 2010,"Clings to eelgrass, strands of kelp",1
NA,x,Phytichthys chirus,Phytichthys chirus,Ribbon prickleback,"Found under rocks in intertidal areas and to about 12 m depth (Ref. 2850).  Feeds on crustaceans, and red and green algae (Ref. 6885).",NA,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,"seaweed, kelp holdfasts, red algae, green algae","Rocky crevices, under rocks, cobble beaches",tidepools,NA,NA,NA,Lamb & Edgell 2010,NA,2
x,x,Micrometrus minimus,Micrometrus minimus,Dwarf perch,"Adults occur in rocky inshore areas and in depths up to 9.1 m, often among seaweeds.  Feed on algae and small invertebrates (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205).",NA,NA,9,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,"Occurs in rocky inshore areas and in depths up to 9.1 m, often among seaweeds. Feeds on algae and small invertebrates.",2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
NA,x,Rhacochilus toxotes,Rhacochilus toxotes,Rubberlip seaperch,"Adults usually found in rocky areas, also in kelp and near jetties and pilings (Ref. 2850). From Surf zone to 50 m (Ref. 96339). Often in schools (Ref. 2850).  Viviparous, female carries the developing young (Ref. 205).",NA,1,50,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,2850,NA,Kelp,Rocky areas,"Intertidal, near jetties and pilings",NA,NA,NA,NA,NA,NA
NA,x,Morone saxatilis,Morone saxatilis,Striped bass,"Inhabit coastal waters and are commonly found in bays but may enter rivers in the spring to spawn (Ref. 2850).  Some populations are landlocked (Ref. 7251).  Voracious and opportunistic feeder (Ref. 5951).  Larvae feed on zooplankton; juveniles take in small shrimps and other crustaceans, annelid worms, and insects (Ref. 1998, 10294); adults feed on a wide variety of fishes (alewives, herring, smelt, eels, flounders, mummichogs, rock gunnels, sand lance, silver hake and silversides (Ref. 5951)) and invertebrates (squid, crabs, sea worms and amphipods (Ref. 5951)), mainly crustaceans (Ref. 1998).  Feeding ceases shortly before spawning (Ref. 1998).  Utilized fresh and eaten broiled and baked (Ref. 9988).",anadromous,30,NA,0,0,0,0,0,-1,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Inhabits coastal waters and are commonly found in bays but may enter rivers in the spring to spawn (Ref. 2850).  Coastal schooling species and anadromous (Ref. 5951); some populations are landlocked (Ref. 7251).  Larvae feed on zooplankton; juveniles take in small shrimps and other crustaceans, annelid worms, and insects; adults feed on a wide variety of fishes and invertebrates, mainly crustaceans (Ref. 1998).  Feeding ceases shortly before spawning (Ref. 1998).  Juveniles are preyed upon by Atlantic tomcod, Atlantic cod, silver hake and larger striped bass.",7251,NA,NA,NA,"Common in bays, rivers in spring to spawn",NA,NA,"1879, 1882 two shipments of bass transported by train and released",Eschmeyer,"Spread quickly after introduction, migratory",NA
x,x,Artedius lateralis,Artedius lateralis,Smoothhead sculpin,Occurs in the intertidal (common) and to 13 m depth (Ref. 2850).  May remain out of water under rocks or seaweeds (Ref. 31184).  Breathes air when out of water (Ref. 31184).,NA,0,13,-1,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,Occurs in the intertidal (common) and to 13 m depth (Ref. 2850).  May remain out of water under rocks or seaweeds (Ref. 31184).  Breathes air when out of water (Ref. 31184).,41832,NA,Eelgrass,NA,NA,NA,NA,NA,Mecklenberg 2002 Fishes of Alaska,NA,2
NA,NA,Myoxocephalus stelleri,Myoxocephalus stelleri,Steller's sculpin,"Occurs in the littoral zone (Ref. 26334), over rocky reefs (Ref. 559).  Enters rivers (Refs. 2058, 37812).",NA,0,60,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,26334,NA,NA,Rocky reefs,Lower reaches of streams and river mouths,NA,NA,NA,Mecklenberg 2002 Fishes of Alaska,NA,NA
NA,x,Oxylebius pictus,Oxylebius pictus,Painted greenling,"Found in rocky areas, from the intertidal to 49 m (Ref. 2850).  Sleeps on the oral disc, leaving the anemone (<i>Urticina lofotensis</i>) by day but returning every night (Ref. 45560).  Commonly encountered hovering motionless by divers (Ref. 2850).  Feeds on crustaceans, polychaetes, small mollusks and bryozoans (Ref. 4930).  Neither anterolateral glandular grooves nor venom gland is present (Ref. 57406).",NA,0,49,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4930,NA,NA,"Rocky areas, bright invertebrates","Intertidal, occasionally pilings and wharves",NA,NA,NA,"Eschmeyer, Lamb & Edgell 2010",NA,NA
NA,x,Chitonotus pugetensis,Chitonotus pugetensis,Roughback sculpin,"Commonly found on sand bottom, also on mud bottom.  Occurs in intertidal areas and up to 142 m depth (Ref. 2850).  Feeds on shrimps and other crustaceans (Ref. 4925).  Aquarium observations indicate that this is nocturnal (Ref. 2850).",NA,0,142,0,0,0,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,"Commonly found on sand bottom, also on mud bottom. Occurs in intertidal areas and up to 142 m depth. Feeds on shrimps and other crustaceans. Aquarium observations indicate that this is nocturnal.",2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
NA,NA,Hexanchus griseus,Hexanchus griseus,Bluntnose sixgill shark,"Depth range reported at 0m-2500m (Ref. 125614).  A deepwater species of the outer continental and insular shelves and upper slopes (Ref. 6871, 75154), islands, seamounts and mid-ocean ridges (Ref. 125614).  Near bottom, occasionally pelagic, adults usually below 91 m (Ref. 58302).  Juveniles may be found close inshore (Ref. 6871), while nursery areas are in very shallow waters (Ref. 125614).  Found on the bottom by day, moving to the surface at night to feed, and where it may take longlines set for other species (Ref. 45445).  Depth distribution related to growth and temperature, with juveniles having most shallow records and from colder, poleward regions (Ref. 58302).  Generally occurs at a bottom temperature of 6 to 10°C (Ref. 125614).   Feeds on a wide range of marine organisms, including other sharks, rays, chimaeras, bony fish, squids, crabs, shrimps, carrion, and even seals (Ref. 26969).  Large sharks (at least 2m) take cetaceans and seals.  Viviparous, very large litters of 47-108 pups (Ref. 125614).  Give birth to almost 100 young (Ref. 35388).  Young and adults may be segregated, with the young using inshore nursery grounds. Possibly long-lived (Ref. 125614).  Is a eurytrophic predator that is capable of exploiting a wide range of prey species and habitats (Ref. 26969).  A vertical migrant, it may sit on the bottom  by day, and rise to the surface at night to feed (Ref. 247).  It occurs alone or in groups.  Adults are more sensitive to light than the juveniles and less seen in clear shallow waters, but more prevalent at night or areas with dense plankton blooms (Ref. 125614).  It is locally common in bycatch and target fisheries for food, fishmeal and oil, and in sports fisheries, but vulnerable to overfishing and requires careful management (Ref. 125614).  Marketed fresh, frozen, or dried salted (Ref. 247).  Not known to have attacked people without provocation (Ref. 247).",oceanodromous,1,2500,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,"Depth range reported at 0m-2500m (Ref. 125614).  A deepwater species of the outer continental and insular shelves and upper slopes (Ref. 6871, 75154), islands, seamounts and mid-ocean ridges (Ref. 125614).  Near bottom, occasionally pelagic, adults usually below 91 m (Ref. 58302).  Juveniles may be found close inshore (Ref. 6871), while nursery areas are in very shallow waters (Ref. 125614).  Found on the bottom by day, moving to the surface at night to feed, and where it may take longlines set for other species (Ref. 45445).  Depth distribution related to growth and temperature, with juveniles having most shallow records and from colder, poleward regions (Ref. 58302).  Generally occurs at a bottom temperature of 6 to 10°C (Ref. 125614).  Feeds on a wide range of marine organisms, including other sharks, rays, chimaeras, bony fish, squids, crabs, shrimps, carrion, and even seals (Ref. 26969).  Large sharks (at least 2m) take cetaceans and seals (Ref. 125614).  Is a eurytrophic predator that is capable of exploiting a wide range of prey species and habitats (Ref. 26969).  A vertical migrant, it may sit on the bottom  by day, and rise to the surface at night to feed (Ref. 247).  It occurs alone or in groups.  Adults are more sensitive to light than the juveniles and less seen in clear shallow waters, but more prevalent at night or areas with dense plankton blooms (Ref. 125614).",247,NA,NA,NA,"Upper slopes, continental shelves",NA,NA,NA,NA,NA,NA
NA,x,Hydrolagus colliei,Hydrolagus colliei,Spotted ratfish,"Found near the bottom, from close inshore to about 913 m (Ref. 2850).  Abundant in cold waters at moderate depths.  Feed on mollusks, crustaceans and fishes (Ref. 37955); also echinoderms and worms (Ref. 28499).  The spine can be dangerous and cause a painful wound (Ref. 2850).  Fishers are reputed to fear the jaws of the ratfish more than they do the dorsal spine.  Its flesh is edible but bland and leaves an unpleasant aftertaste (Ref. 28499).  The liver was used as a source of machine oil (Ref. 28499).",NA,0,913,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feeds on fish and benthic invertebrates (Ref. 2850). Inhabits rocky regions between Alaska and California (Ref. 9137). A carnivore (Ref. 9137).,2850,NA,NA,NA,Common visitor to shallow waters,NA,NA,NA,"Hart, eschmeyer","Close inshore from Washington northward, deeper further south",NA
NA,x,Gobiesox maeandricus,Gobiesox maeandricus,Northern clingfish,"Found in intertidal rocky areas among algae, and on kelp (often high in kelp canopy) (Ref. 2850).  May remain out of water under rocks or seaweeds (Ref. 31184).  Feeds on small crustaceans and mollusks (Ref. 6885).  Breathes air when out of water (Ref. 31184).",NA,0,8,0,-1,0,-1,0,0,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,"Found in intertidal rocky areas among algae, and on kelp (often high in kelp canopy) (Ref. 2850).  May remain out of water under rocks or seaweeds (Ref. 31184).  Feeds on small crustaceans and mollusks (Ref. 6885).  Breathes air when out of water (Ref. 31184).",2850,NA,NA,"Underside of rocks, sunken logs",NA,NA,NA,NA,Lamb & Edgell 2010,NA,2
NA,NA,Oncorhynchus nerka,Oncorhynchus nerka,Sockeye salmon,"Epipelagic (Ref. 58426).  Occurs in open ocean and lakes and migrates up to coastal streams to spawn (Ref. 86798). There are two forms, the anadromous form known as the sockeye and the landlocked form (with a much smaller maximum size) known as the kokanee (Ref. 27547).  Upon emergence from gravel, fry at first tends to avoid light, hiding during the day and emerging at night (Ref. 27547).  In some populations, sockeye fry go to the sea during their first summer but most spend one or two (rarely three or four) years in a lake before migrating (Ref. 30333).  In a few streams of the Copper River drainage in Alaska, young sockeye stay in the stream (Ref. 27547).  Once in the lake, the young spend a few weeks inshore, feeding largely on ostracods, cladocerans and insect larvae.  The fish then become pelagic and move offshore, where they feed on plankton in the upper 20 m or so (Ref. 27547).  Seaward migration follows with the young individuals first staying fairly close to shore, feeding mainly on zooplankton, but also on small fishes and insects (Ref. 30343, 30346).  With growth, they head out to sea and fish become important in the diet (Ref. 27547).  Kokanee are confined to lake-stream systems, and most of its life is spent in the lake (Ref. 27547).  They feed mainly on plankton, but also take insects and bottom organisms (Ref. 1998).  Kokanee, wherever they are native, have been derived from anadromous populations, and each kokanee population apparently has evolved independently from a particular sockeye run (Ref. 30338, 30339).  Offspring of kokanee occasionally become anadromous, and sockeye offspring occasionally remain in freshwater (Ref. 27547).  Lifespan of the kokanee varies from two to seven years in different stocks (Ref. 27547).  The sockeye is one of the most commercially important Pacific salmons; the kokanee is primarily a sport fish but also makes excellent food and in some areas well regarded as food for large trout (Ref. 27547).  Marketed fresh, dried or salted, smoked, canned, and frozen; eaten steamed, fried, broiled, microwaved, and baked (Ref. 9988).",anadromous,0,250,0,0,0,0,0,0,0,-1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,"Epipelagic (Ref. 58426).  There are two forms, the anadromous form known as the sockeye and the landlocked form (with a much smaller maximum size) known as the kokanee (Ref. 27547).  Upon emergence from gravel, fry at first tends to avoid light, hiding during the day and emerging at night (Ref. 27547).  In some populations, sockeye fry go to the sea during their first summer but most spend one or two (rarely three or four) years in a lake before migrating (Ref. 30333).  In a few streams of the Copper River drainage in Alaska, young sockeye stay in the stream (Ref. 27547).  Once in the lake, the young spend a few weeks inshore, feeding largely on ostracods, cladocerans and insect larvae.  The fish then become pelagic and move offshore, where they feed on plankton in the upper 20 m or so (Ref. 27547).  Seaward migration follows with the young individuals first staying fairly close to shore, feeding mainly on zooplankton, but also on small fishes and insects (Ref. 30343, 30346).  With growth, they head out to sea and fish become important in the diet (Ref. 27547).  Kokanee are confined to lake-stream systems, and most of its life is spent in the lake (Ref. 27547).  They feed mainly on plankton, but also take insects and bottom organisms (Ref. 1998).  Kokanee, wherever they are native, have been derived from anadromous populations, and each kokanee population apparently has evolved independently from a particular sockeye run (Ref. 30338, 30339).  Offspring of kokanee occasionally become anadromous, and sockeye offspring occasionally remain in freshwater (Ref. 27547).  Lifespan of the kokanee varies from two to seven years in different stocks (Ref. 27547).",1998,NA,NA,NA,Grow a while close to shore,NA,NA,NA,"Hart, Lamb & Edgell 2010","Likely most at risk from climate change due to preference of cooler temps (hart), found in Beaufort sea in 1993 during a year of unusually high air temperatures (babaluk et al 2000)",NA
NA,x,Podothecus accipenserinus,Podothecus accipenserinus,Sturgeon poacher,"Common on soft bottoms (Ref. 2850).  Feeds on worms, crustaceans, and small fishes (Ref. 4925).",NA,2,710,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,         ,6373,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,x,Squalius cephalus,Squalius cephalus,Chub,"Most abundant in small rivers and large streams of barbel zone with riffles and pools.  Found along shores of slow-flowing lowland rivers, even in very small mountain streams, and in large lake, undertaking spawning migration to inflowing streams.  Adults are solitary while juveniles occur in groups.  Feeding larvae and juveniles live in very shallow shoreline habitats.  Feed on a wide variety of aquatic and terrestrial animals and plant material.  Large individuals prey predominantly on fishes.  Breed in fast-flowing water above gravel bottom, rarely among submerged vegetation.  Often form fertile hybrids with <i>Alburnus alburnus</i> (Ref. 59043).  Popular with amateur sport fishermen.  Can be caught with various baits and lures.  The flesh is of poor quality (Ref. 38587).",potamodromous,0,NA,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Feeds on plants, invertebrates and detritus (Ref. 6258).",6258,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
x,x,Psychrolutes paradoxus,Psychrolutes paradoxus,Tadpole sculpin,Found on soft bottoms and possibly rocky bottoms (Ref. 2850).  Reported near shore (Ref. 2850).  Prefers low temperatures (Ref. 6885).,NA,0,1100,0,0,0,0,-1,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,NA,2850,NA,Eelgrass in summer,"Sand in summer, silty bottoms",Common in shallow areas,NA,NA,NA,Lamb & Edgell 2010,NA,NA
NA,x,Barbatula barbatula,Barbatula barbatula,Stone loach,"Usually found in flowing stretches of streams and medium-sized rivers with gravel to stone bottom, but also in a variety of other habitats, including sandy canals and lake shores.  Larvae are benthic.  Larvae and small juveniles prefer sand bottom and slow current, shifting to gravel bottom and fast current when growing.  Adults prey on relatively large benthic invertebrates such as gammarids, chironomids, insect larvae.  They breed on gravel, sand or among aquatic vegetation.  Tolerate moderate organic pollution and stream canalization and very sensitive to pollution by heavy metals (Ref. 59043).  Sensitive to pollution and low oxygen levels, therefore, its presence in a river can be taken as an indication of good water quality (Ref. 6111).",potamodromous,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2
NA,NA,Anarrhichthys ocellatus,Anarrhichthys ocellatus,Wolf-eel,Adults seek shelter among rocks in subtidal areas (Ref. 2850) and will occupy the same shelter until driven out by larger wolf-eels or a large octopus (Ref. 28499).  Juveniles are pelagic for up to two years (Ref. 28499).  Feed on hard-shelled invertebrates and fishes (Ref. 2850).  Both male and female wrap their body around the egg mass to keep the eggs in place and to deter predators (Ref. 58332).  Large specimens can inflict a painful bite (Ref. 28499).  Its flesh is tasty (Ref. 28499).,NA,1,226,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Feeds on fish and invertebrates (Ref. 28499).,2850,NA,NA,"Caves, crevices",NA,NA,NA,NA,Lamb & Edgell 2010,NA,NA
x,x,Clinocottus acuticeps,Clinocottus acuticeps,Sharpnose sculpin,"Commonly found in rocky intertidal and subtidal areas, but also over sand and in eelgrass and seaweeds (Ref. 2850).  May leave tide pools if aquatic conditions become inhospitable (Ref. 31184).  Occasionally enters fresh water (Ref. 27547).  Probably feeds on small invertebrates common among seaweed and in tide pools.  Breathes air when out of water (Ref. 31184).",NA,0,20,0,0,0,-1,-1,-1,0,-1,-1,-1,0,0,0,0,-1,0,0,0,0,0,0,0,"Commonly found in rocky intertidal and subtidal areas, but also over sand and in eelgrass and seaweeds (Ref. 2850). May leave tidepools if aquatic conditions become inhospitable (Ref. 31184). Occasionally enters fresh water (Ref. 27547). Probably feeds on small invertebrates common among seaweed and in tidepools. Breathes air when out of water.",2850,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
NA,NA,Thunnus obesus,Thunnus obesus,Bigeye tuna,"Occur in areas where water temperatures range from 13°-29°C, but the optimum is between 17° and 22°C.  Variation in occurrence is closely related to seasonal and climatic changes in surface temperature and thermocline.  Juveniles and small adults school at the surface in mono-species groups or mixed with other tunas, may be associated with floating objects.  Adults stay in deeper waters (Ref. 5377).  Eggs and larvae are pelagic (Ref. 6390).  Feed on a wide variety of fishes, cephalopods and crustaceans during the day and at night (Ref. 9340).  Meat is highly prized and processed into sashimi in Japan.  Marketed mainly canned or frozen (Ref. 9684), but  also sold  fresh (Ref. 9340).",oceanodromous,0,1500,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Temperature and thermocline depth seem to be the main environmental factors governing the vertical and horizontal distribution of this species (Ref. 168).  Bigeye tuna are more tolerant of lower temperatures and lower dissolved oxygen concentration than are other tunas and tend to occupy deeper waters (Ref. 30326).  For example, during the day, adult bigeye tuna inhabit the thermocline zone at about 150-250 m in tropical waters where temperatures descend to almost 10°C, provided dissolved oxygen concentration is more than 1 mg per l (Ref. 28952, 30327).  The tuna make occassional short ascents to 100 m or shallower (Ref. 6390).
Young bigeye tuna have not been reported outside tropical waters (Ref. 30326).  In Australia, bigeye tuna smaller than 20 kg may form surface-dwelling schools of similar sized fish with other species such as yellowfin tuna and skipjack tuna (<i>Katsuwonus pelamis</i>). Schools of only bigeye tuna are less common (Ref. 30328).  In tropical waters, young bigeye tuna are often caught 50-100 m below floating objects such as logs and fish aggregating devices (Ref. 30326).  Adults tend to be solitary (Ref. 6390). Behavioural studies in Hawaiian waters using ultrasonic tags (Ref. 30329) found that the distribution of adult bigeye tuna was closely correlated with the 15°C isotherm during the day (Ref. 6390).  Like yellowfin tuna, bigeye tuna move into the warmer surface waters (within 50 m of the surface) at night.  Feed during the day and at night.  In Hawaii, more abundant in late fall through late spring.",168,NA,NA,NA,"Pelagic, oceanic",NA,NA,NA,NA,NA,NA
NA,x,Clinocottus embryum,Clinocottus embryum,Calico sculpin,"Occurs in intertidal rocky areas, most often in middle intertidal zone (Ref. 2850).",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Rocky and sandy intertidal areas,Tidepools in middle intertidal,NA,NA,NA,Mecklenberg 2002 Fishes of Alaska,NA,NA
NA,NA,Leuroglossus schmidti,Leuroglossus schmidti,Northern smoothtongue,"Adults are generally found at depths greater than 150 m during the day.  Oviparous, with planktonic eggs and larvae (Ref. 35604), which are distributed in the sub-arctic gyre south to about 47°N (Ref. 6848).",NA,394,1800,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Adults are generally found at depths greater than 150 m during the day.,6885,NA,NA,NA,"Bathypelagic, but can be taken at surface",NA,NA,NA,"Eschmeyer, Lamb & Edgell 2010, Hart, Mecklenburg fishes of Alaska","Not shown to migrate vertically in some studies, but also reported as shallow as 0-50m at night",NA
NA,x,Nautichthys oculofasciatus,Nautichthys oculofasciatus,Sailfin sculpin,"Occurs inshore and to 110 m depth, mostly on rocky bottoms and areas with algae (Ref. 2850).  Nocturnal (Ref. 6885).  May be found upside down against roofs of crevices (Ref. 6885).  Swims with its dorsal fin extended in front of its head (Ref. 6885).  Eggs deposited in late winter or spring (Ref. 6885).",NA,NA,110,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,4930,NA,Often areas with algae,"Rocky bottom, adjacent sandy areas","Inshore, jetties, pilings",NA,NA,NA,"Eschmeyer, Lamb & Edgell 2010","Eelgrass in photo (lamb and edge). Lays eggs in mussels in intertidal, young in outlet of Fraser river",2
NA,x,Jordania zonope,Jordania zonope,Longfin sculpin,"Occurs in intertidal areas and to 38 m depth, in rocky areas and kelp (Ref. 2850).  Frequently hangs vertically on rock faces (Ref. 2850).  Active and highly territorial during the breeding season (Ref. 6885).",NA,2,38,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,32760,NA,Kelp,"Rocky reefs, caves, crevices",Intertidal,NA,NA,NA,"Eschmeyer, Lamb & Edgell 2010",Hangs vertically on rock faces,NA
NA,x,Mallotus villosus,Mallotus villosus,Capelin,"Oceanic species found in schools (Ref. 2850).  Nerito-pelagic (Ref. 58426); however, reported at 1086 m Davis Strait to southern Baffin Bay (Ref. 120413). Adults feed on planktonic crustaceans, copepods, euphausiids, amphipods, marine worms, and small fishes (Ref. 6885, 35388).  Mature individuals move inshore in large schools to spawn (Ref. 2850).  In the spring large spawning shoals migrate toward the coasts, males usually arrive first.  Often entering brackish and freshwater (Ref. 37812).  Semelparous (Ref. 51846).  Produces 6,000-12,000 adhesive eggs.  Females are valued for their roe, males are utilized as fishmeal.  Marketed canned and frozen; eaten fried  and dried (Ref. 9988).  Possibly to 725 m depth (Ref. 6793).",anadromous,0,725,0,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Oceanic species found in schools (Ref. 2850).  Nerito-pelagic (Ref. 58426).  Feeds on planktonic crustaceans, copepods (especially <i>Calanus</i> (Ref. 5951)), euphausiids, amphipods, marine worms, and small fishes (Ref. 6885, 35388).   Fish examined were non-spawning adults (Ref. 6885).  It is preyed upon by other fishes, birds and marine mammals; <i>Gadus morhua</i> (Atlantic cod) as their chief predator.  Parasites of the species include <i>Eubothrium parvum</i> (cestode), <i>Anisakis</i> sp. And <i>Contracaecum</i> sp. (nematodes) and <i>Glugea</i> sp. (protozoan) (Ref. 5951).",6885,NA,NA,"Fine gravel, sand beaches to spawn",Deepwater,NA,NA,NA,Lamb & Edgell 2010,"Full moon sept oct spawn, adhesive eggs",NA
NA,x,Thaleichthys pacificus,Thaleichthys pacificus,Eulachon,"Found near shore and in coastal inlets and rivers (Ref. 2850).  Possibly to 625 m depth (Ref. 6793).  Spends most of its life in the sea, returning to freshwater streams to spawn (Ref. 27547).  There is evidence of return to natal streams (Ref. 10276).  May migrate up to 160 km upstream.  Feeds on plankton and only while at sea (11699, 10276).  Excellent food fish and source of oil (15% body wt.). Anadromous (Ref. 96339).",anadromous,0,300,0,0,0,-1,-1,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"Found near shore and in coastal inlets and rivers (Ref. 2850).  Possibly to 625 m depth (Ref. 6793).  Spends most of its life in the sea, returning to freshwater streams to spawn (Ref. 27547).  There is evidence of return to natal streams (Ref. 10276).  May migrate up to 160 km upstream.  Feeds on plankton and only while at sea (11699, 10276).  Ecotoxicology of this species has been studied by various authors indicating that it is a potential integrator of low-level contaminants (Ref. 7355 & 7469).",7354,NA,NA,silty,"Nearshore, coastal, inlets and rivers",Anadromous,NA,NA,Lamb & Edgell 2010,NA,NA
NA,x,Peprilus simillimus,Peprilus simillimus,Pacific pompano,"Commonly found on sand bottom of exposed coasts.  Usually occurs in shallow water near shore and often forms small, but fairly dense, schools (Ref. 4563).",NA,9,91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Sand, exposed coast",Juveniles under flotsam,NA,BC,NA,Lamb & Edgell 2010,NA,2
